source_keyword,name,address,lat,lng,place_id
trung tâm hành chính,Dịch vụ giấy tờ Minh Thắng,"76/49 Đường Nguyễn Trọng Thế, TT. Hậu Nghĩa, Đức Hòa, Long An, Việt Nam",10.8926403,106.394703,ChIJyVDjOwDXCjERnuoQxW8cgZo
trung tâm hành chính,Văn phòng ấp Mỹ Khánh A,"293 Cây Trôm Mỹ Khánh, Thái Mỹ, Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",10.9840732,106.4204691,ChIJAYn0LrQuCzERn9VN-euT0s4
trung tâm hành chính,UBND Xã Hậu Nghĩa,"V9VX+GJJ UBND huyện Đức Hòa, 29 tháng 4, TT. Hậu Nghĩa, Đức Hòa, Long An, Việt Nam",10.8938464,106.399014,ChIJx2l-h4EpCzER5aoaITHrI88
trung tâm hành chính,UBND xã Đức Lập Hạ,"WC7J+X5R, Đức Lập Hạ, Đức Hòa, Long An, Việt Nam",10.9149789,106.4303925,ChIJdU2-Eo0pCzERHhSJdi82Itg
trung tâm hành chính,Chi Cục Thi Hành Án Dân Sự Huyện Đức Hòa,"V9RW+XGH, Đường Nguyễn Trọng Thế, TT. Hậu Nghĩa, Đức Hòa, Long An, Việt Nam",10.8924323,106.3963636,ChIJUTKShyrWCjERkBThMS2nN38
