time,place_id,status,message
2025-11-11 15:58:53,-,info,Read 40 IDs from caukho_quan1.xlsx
2025-11-11 15:58:53,6061e692e50c925a74c66ec4,info,Deleting...
2025-11-11 15:58:54,6061e692e50c925a74c66ec4,success,Deleted successfully
2025-11-11 15:58:54,60621dd1e50c925a74c79920,info,Deleting...
2025-11-11 15:58:57,60621dd1e50c925a74c79920,success,Deleted successfully
2025-11-11 15:58:57,60627dbbe50c925a74c9ae51,info,Deleting...
2025-11-11 15:58:58,60627dbbe50c925a74c9ae51,success,Deleted successfully
2025-11-11 15:58:58,6062cb7b78f6610549b7b630,info,Deleting...
2025-11-11 15:59:02,6062cb7b78f6610549b7b630,success,Deleted successfully
2025-11-11 15:59:02,6064718c78f661054947b3df,info,Deleting...
2025-11-11 15:59:03,6064718c78f661054947b3df,success,Deleted successfully
2025-11-11 15:59:03,60a3a17032f6973c7dc881e6,info,Deleting...
2025-11-11 15:59:05,60a3a17032f6973c7dc881e6,success,Deleted successfully
2025-11-11 15:59:05,60a3dabc32f6973c7dc9baec,info,Deleting...
2025-11-11 15:59:07,60a3dabc32f6973c7dc9baec,success,Deleted successfully
2025-11-11 15:59:07,60a7206eb4e1e72f1883ff5f,info,Deleting...
2025-11-11 15:59:10,60a7206eb4e1e72f1883ff5f,success,Deleted successfully
2025-11-11 15:59:10,60a7206db4e1e72f1883fdda,info,Deleting...
2025-11-11 15:59:12,60a7206db4e1e72f1883fdda,success,Deleted successfully
2025-11-11 15:59:12,60dd3781f81cb14bc86a08b5,info,Deleting...
2025-11-11 15:59:20,60dd3781f81cb14bc86a08b5,success,Deleted successfully
2025-11-11 15:59:20,60dd3884f81cb14bc887032b,info,Deleting...
2025-11-11 15:59:22,60dd3884f81cb14bc887032b,success,Deleted successfully
2025-11-11 15:59:22,60dd3973f81cb14bc8a462df,info,Deleting...
2025-11-11 15:59:23,60dd3973f81cb14bc8a462df,success,Deleted successfully
2025-11-11 15:59:23,60dd3a87f81cb14bc8c8e57d,info,Deleting...
