time,place_id,status,message
2025-12-24 10:10:23,-,info,Read 7 IDs from upload_log_20251215_102442.csv
2025-12-24 10:10:23,693f7f7b9e268fedeabaca9b,info,Deleting...
2025-12-24 10:10:55,693f7f7b9e268fedeabaca9b,success,Deleted successfully
2025-12-24 10:10:55,693f7f7c9e268fedeabaca9c,info,Deleting...
2025-12-24 10:10:57,693f7f7c9e268fedeabaca9c,success,Deleted successfully
2025-12-24 10:10:57,693f7f7d9e268fedeabaca9d,info,Deleting...
2025-12-24 10:11:38,693f7f7d9e268fedeabaca9d,success,Deleted successfully
2025-12-24 10:11:38,693f7f7e9e268fedeabaca9e,info,Deleting...
2025-12-24 10:11:40,693f7f7e9e268fedeabaca9e,success,Deleted successfully
2025-12-24 10:11:40,693f7f7f9e268fedeabaca9f,info,Deleting...
2025-12-24 10:11:51,693f7f7f9e268fedeabaca9f,success,Deleted successfully
2025-12-24 10:11:51,693f7f809e268fedeabacaa0,info,Deleting...
2025-12-24 10:11:56,693f7f809e268fedeabacaa0,success,Deleted successfully
2025-12-24 10:11:56,693f7f809e268fedeabacaa1,info,Deleting...
2025-12-24 10:11:59,693f7f809e268fedeabacaa1,success,Deleted successfully
