time,place_id,status,message
2025-12-15 10:10:05,-,info,Read 20 IDs from aegona.csv
2025-12-15 10:10:05,68de51ac085a8110dbcc90eb,info,Deleting...
2025-12-15 10:10:07,68de51ac085a8110dbcc90eb,success,Deleted successfully
2025-12-15 10:10:07,68de51ad085a8110dbcc90ec,info,Deleting...
2025-12-15 10:10:08,68de51ad085a8110dbcc90ec,success,Deleted successfully
2025-12-15 10:10:08,68de51ae085a8110dbcc90ed,info,Deleting...
2025-12-15 10:10:10,68de51ae085a8110dbcc90ed,success,Deleted successfully
2025-12-15 10:10:10,68de51af085a8110dbcc90ee,info,Deleting...
2025-12-15 10:10:11,68de51af085a8110dbcc90ee,success,Deleted successfully
2025-12-15 10:10:11,68de51b0085a8110dbcc90ef,info,Deleting...
2025-12-15 10:10:13,68de51b0085a8110dbcc90ef,success,Deleted successfully
2025-12-15 10:10:13,68de51b1085a8110dbcc90f0,info,Deleting...
2025-12-15 10:10:15,68de51b1085a8110dbcc90f0,success,Deleted successfully
2025-12-15 10:10:15,68de51b1085a8110dbcc90f1,info,Deleting...
2025-12-15 10:10:17,68de51b1085a8110dbcc90f1,success,Deleted successfully
2025-12-15 10:10:17,68de51b2085a8110dbcc90f2,info,Deleting...
2025-12-15 10:10:18,68de51b2085a8110dbcc90f2,success,Deleted successfully
2025-12-15 10:10:18,68de51b3085a8110dbcc90f3,info,Deleting...
2025-12-15 10:10:20,68de51b3085a8110dbcc90f3,success,Deleted successfully
2025-12-15 10:10:20,68de51b4085a8110dbcc90f4,info,Deleting...
2025-12-15 10:10:21,68de51b4085a8110dbcc90f4,success,Deleted successfully
2025-12-15 10:10:21,68de51b5085a8110dbcc90f5,info,Deleting...
2025-12-15 10:10:22,68de51b5085a8110dbcc90f5,success,Deleted successfully
2025-12-15 10:10:22,68de51b6085a8110dbcc90f6,info,Deleting...
2025-12-15 10:10:23,68de51b6085a8110dbcc90f6,success,Deleted successfully
2025-12-15 10:10:23,68de51b7085a8110dbcc90f7,info,Deleting...
2025-12-15 10:10:24,68de51b7085a8110dbcc90f7,success,Deleted successfully
2025-12-15 10:10:24,68de51b8085a8110dbcc90f8,info,Deleting...
2025-12-15 10:10:26,68de51b8085a8110dbcc90f8,success,Deleted successfully
2025-12-15 10:10:26,68de51b8085a8110dbcc90f9,info,Deleting...
2025-12-15 10:10:27,68de51b8085a8110dbcc90f9,success,Deleted successfully
2025-12-15 10:10:27,68de51b9085a8110dbcc90fa,info,Deleting...
2025-12-15 10:10:29,68de51b9085a8110dbcc90fa,success,Deleted successfully
2025-12-15 10:10:29,68de51ba085a8110dbcc90fb,info,Deleting...
2025-12-15 10:10:30,68de51ba085a8110dbcc90fb,success,Deleted successfully
2025-12-15 10:10:30,68de51bb085a8110dbcc90fc,info,Deleting...
2025-12-15 10:10:33,68de51bb085a8110dbcc90fc,success,Deleted successfully
2025-12-15 10:10:34,68de51bc085a8110dbcc90fd,info,Deleting...
2025-12-15 10:10:36,68de51bc085a8110dbcc90fd,success,Deleted successfully
2025-12-15 10:10:36,68de51bd085a8110dbcc90fe,info,Deleting...
2025-12-15 10:10:37,68de51bd085a8110dbcc90fe,success,Deleted successfully
2025-12-15 10:11:02,-,info,Read 20 IDs from aegona.csv
2025-12-15 10:11:02,68de51ac085a8110dbcc90eb,info,Deleting...
2025-12-15 10:11:08,68de51ac085a8110dbcc90eb,success,Deleted successfully
2025-12-15 10:11:08,68de51ad085a8110dbcc90ec,info,Deleting...
2025-12-15 10:11:45,68de51ad085a8110dbcc90ec,success,Deleted successfully
2025-12-15 10:11:45,68de51ae085a8110dbcc90ed,info,Deleting...
2025-12-15 10:12:23,68de51ae085a8110dbcc90ed,success,Deleted successfully
2025-12-15 10:12:23,68de51af085a8110dbcc90ee,info,Deleting...
2025-12-15 10:12:26,68de51af085a8110dbcc90ee,success,Deleted successfully
2025-12-15 10:12:26,68de51b0085a8110dbcc90ef,info,Deleting...
2025-12-15 10:12:28,68de51b0085a8110dbcc90ef,success,Deleted successfully
2025-12-15 10:12:28,68de51b1085a8110dbcc90f0,info,Deleting...
2025-12-15 10:12:30,68de51b1085a8110dbcc90f0,success,Deleted successfully
2025-12-15 10:12:30,68de51b1085a8110dbcc90f1,info,Deleting...
2025-12-15 10:12:32,68de51b1085a8110dbcc90f1,success,Deleted successfully
2025-12-15 10:12:32,68de51b2085a8110dbcc90f2,info,Deleting...
2025-12-15 10:12:34,68de51b2085a8110dbcc90f2,success,Deleted successfully
2025-12-15 10:12:34,68de51b3085a8110dbcc90f3,info,Deleting...
2025-12-15 10:12:36,68de51b3085a8110dbcc90f3,success,Deleted successfully
2025-12-15 10:12:36,68de51b4085a8110dbcc90f4,info,Deleting...
2025-12-15 10:12:37,68de51b4085a8110dbcc90f4,success,Deleted successfully
2025-12-15 10:12:37,68de51b5085a8110dbcc90f5,info,Deleting...
2025-12-15 10:13:31,68de51b5085a8110dbcc90f5,success,Deleted successfully
2025-12-15 10:13:31,68de51b6085a8110dbcc90f6,info,Deleting...
2025-12-15 10:13:42,68de51b6085a8110dbcc90f6,success,Deleted successfully
2025-12-15 10:13:42,68de51b7085a8110dbcc90f7,info,Deleting...
2025-12-15 10:13:55,68de51b7085a8110dbcc90f7,success,Deleted successfully
2025-12-15 10:13:55,68de51b8085a8110dbcc90f8,info,Deleting...
2025-12-15 10:13:57,68de51b8085a8110dbcc90f8,success,Deleted successfully
2025-12-15 10:13:57,68de51b8085a8110dbcc90f9,info,Deleting...
