time,place_id,status,message
2025-12-03 10:54:40,60a614b232f6973c7dd3af15,success,Deleted successfully
2025-12-03 10:56:03,60a614b232f6973c7dd3af15,success,Deleted successfully
2025-12-03 10:56:23,600fdbdbaf31170e56ece1da,success,Deleted successfully
