name,address,lat,lng
Ban Chỉ Huy Quân Sự xã Hoa Thuỷ,"7P74+RMX, Unnamed Road, Hoa Thuỷ",17.2646216,106.7067466
Quân Đội Huyện Lệ Thủy,"6QHQ+33Q, TT. Kiến Giang",17.2277249,106.7877246
Quân đội,"J86X+4F5 quân đội, Hưng Trạch",17.6102715,106.3487474
