center_lat,center_lng,keyword,name,address,phone,website,opening_hours_today,opening_hours_full,lat,lng,url
10.769649799580309,106.682211354124,Adidas Cao Thắng,Adidas Cao Thắng,"39 Cao Thắng, Phường 4, Quận 3, Thành phố Hồ Chí Minh 723639",+842839291241,,,{},10.7696773,106.6822501,"https://www.google.com/maps/place/Adidas+Cao+Th%E1%BA%AFng/@10.7696773,106.6822501,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f2220632c4f:0x20e3bb3de35fe5db!8m2!3d10.7696773!4d106.6822501!16s%2Fg%2F1tj7ygn5?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
10.769649799580309,106.682211354124,Adidas Cao Thắng,"adidas Store Ho Chi Minh, Cao Thang","QM9M+PJR, Cao Thắng, Phường 5, Quận 3, Thành phố Hồ Chí Minh 700000",,https://www.adidas.com.vn/,,{},,,"https://www.google.com/maps/place/adidas+Store+Ho+Chi+Minh,+Cao+Thang/data=!4m7!3m6!1s0x31752fac691c43ef:0xa35cabc39fe59e54!8m2!3d10.7693653!4d106.6840025!16s%2Fg%2F11ghtmv7gg!19sChIJ70McaawvdTERVJ7ln8OrXKM?authuser=0&hl=vi&rclk=1"
10.791517517299354,106.67216932566276,Adidas Lê Văn Sỹ,Adidas Store,"106 Đ. Lê Văn Sỹ, Phường 11, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+842839914165,https://www.adidas.com.vn/vi?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=9990066961-adidas-performance-le-van-sy,,{},10.7915983,106.6696453,"https://www.google.com/maps/place/Adidas+Store/@10.7915983,106.6696453,17z/data=!3m1!4b1!4m6!3m5!1s0x3175292b39dac887:0x55df2e2cb3e31392!8m2!3d10.7915983!4d106.6722202!16s%2Fg%2F1vl9n_2_?hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
