center_lat,center_lng,keyword,name,address,phone,website,opening_hours_today,opening_hours_full,lat,lng,distance_km,url
10.769649799580309,106.682211354124,Adidas Cao Thắng,Adidas Cao Thắng,"39 Cao Thắng, Phường 4, Quận 3, Thành phố Hồ Chí Minh 723639, Việt Nam",+842839291241,,,{},10.7696773,106.6822501,0.0052,"https://www.google.com/maps/place/Adidas+Cao+Th%E1%BA%AFng/@10.7696773,106.6822501,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f2220632c4f:0x20e3bb3de35fe5db!8m2!3d10.7696773!4d106.6822501!16s%2Fg%2F1tj7ygn5?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D"
