name,address,lat,lng,matched_keyword
Tu Quy Restaurant,"63 Trương Pháp, Bắc Lý",17.4818681,106.6251817,Nhà hàng
Nhà hàng Việt Hồng,"QL1A/416 Đ. Hùng Vương, tk2",17.5786736,106.5368215,Nhà hàng
Lá Cọ La Maison Restaurant - Nhà Hàng Quảng Bình,"82 Đường Phạm Văn Đồng, Đức Ninh Đông",17.4609845,106.6104293,Nhà hàng
Nhà Hàng Minh Hà,"45 Trương Pháp, Bắc Lý",17.4810598,106.6249391,Nhà hàng
Nhà Hàng Trung Tâm,Bắc Lý,17.5007354,106.6213059,Nhà hàng
Nhà Hàng Thanh Mai,"Trương Pháp, Bắc Lý",17.4812824,106.6249702,Nhà hàng
Nhà Hàng Homestay Quốc Dũng,"Trương Pháp, Quang Phú",17.5125737,106.6118163,Nhà hàng
Nhà Hàng Hùng Cường,"JGGQ+65F, 16, Đức Trạch",17.6254983,106.5379573,Nhà hàng
Nhà hàng Thỏ Rừng,"38 Long Đại, Bắc Lý",17.4869749,106.6253353,Nhà hàng
Nhà hàng 1984,"10 Đ. Mạc Kính Điển, Phường Hải Thành",17.4815265,106.6104266,Nhà hàng
Nhà hàng Amor Palace,"101 Hữu Nghị, Đồng Phú",17.4770984,106.6044338,Nhà hàng
Nhà khách ĐH Quảng Bình,"FJJ3+VR3, Hữu Nghị, Đồng Phú",17.482139,106.6044458,Nhà khách
NHÀ KHÁCH THANH NIÊN TỈNH QUẢNG BÌNH,"42 Trần Quang Khải, Phường Hải Thành",17.479131,106.6155025,Nhà khách
Nhà khách 3-59 hoàng kim BĐBP Quảng Bình,Quang Phú,17.5039617,106.6171332,Nhà khách
Nhà khách tỉnh Khăm muộn,"GJ48+H66, Trương Pháp, Quang Phú",17.5064163,106.6155192,Nhà khách
Nhà nghỉ Đức Thịnh,"7R42+46, Thanh Thuỷ",17.2555212,106.8006059,Nhà khách
Tin học - Viễn thông Đặng Trình,11 Lâm úy,17.7555155,106.4199738,Nhà lắp đặt thiết bị thông tin
Công Nghệ Số Ngọc Cường,"07 Đ. Hùng Vương, TT. Hoàn Lão",17.5871961,106.533827,Nhà lắp đặt thiết bị thông tin
Camera Thiên Phú Ba Đồn - Lắp đặt Camera Quảng Bình Uy tín,"Sau ngân hàng BIDV Bắc, QL12A, Ba Đồn",17.7572426,106.4212469,Nhà lắp đặt thiết bị thông tin
Thiết bị nhà thông minh - Đại lý cấp 1 Rạng Đông tại Quảng Bình,Đức Môn,17.4369634,106.6111687,Nhà lắp đặt thiết bị thông tin
Sửa Chữa Điện Lạnh - Điện Máy Đồng Hới,"19 Hồ Xuân Hương, Đồng Hải",17.4762653,106.6229691,Nhà lắp đặt thiết bị thông tin
CÔNG TY TNHH KỸ THUẬT VÀ PHÁT TRIỂN CÔNG NGHỆ MINH AN,"15 Nguyễn Hữu Cảnh, Đồng Hải",17.4621088,106.6237152,Nhà lắp đặt thiết bị thông tin
sửa chữa điện nước dân dụng Hải Thành,"106 Đ. Lê Thành Đồng, Bắc Lý",17.4849656,106.6237177,Nhà lắp đặt thiết bị thông tin
Co.opmart Quảng Bình,"7 23 Tháng 8, Phường Hải Thịnh",17.4615283,106.6178526,Siêu thị
Siêu thị Thế Anh,"230 Lý Thường Kiệt, Phường Hải Thành",17.4819737,106.6133747,Siêu thị
WinMart Vincom Quảng Bình,"TTTM Vincom Plaza, Quách Xuân Kỳ Lâm Úy, Hải Đình Hải Đình",17.46533,106.62654,Siêu thị
Siêu Thị Thái Hậu,"353 Quang Trung, Ba Đồn",17.756575,106.4223849,Siêu thị
Siêu thị Hùng Hồng - Hung Hong Plaza,"67 Hùng Vương, Ba Đồn",17.7533195,106.4259593,Siêu thị
Bình Minh Mart,"Unnamed Road, Quyết Thắng",17.6969467,106.4832617,Siêu thị
Trung tâm mua sắm tự chọn GOLDMART,"8 Hữu Nghị, Đồng Phú",17.4838681,106.6037406,Siêu thị
Trung Tâm Thương Mại Thiện Nhân - Ba Đồn,"60 Hùng Vương, Ba Đồn",17.7534138,106.4252435,Siêu thị
VinMart+,"31 Hoàng Diệu, Nam Lý",17.4675958,106.5977734,Siêu thị
D.MART (SIÊU THỊ),"4 Cạnh chợ, Khương Hà",17.6248635,106.3607782,Siêu thị
HỆ THỐNG SIÊU THỊ HẢI SẢN MAI THỊNH,"358 Trần Hưng Đạo, Nam Sách",17.4669651,106.6054529,Siêu thị
Siêu Thị Đặc Sản Phong Nha,Sơn Trạch,17.6098594,106.3109344,Siêu thị
HihiHehe Minimart24h - Đồng Hới (siêu thị 24h),"26 Hồ Xuân Hương, Đồng Hải",17.4764495,106.623129,Siêu thị
Siêu thị Tuan Viet Gourmet Market,"1d Mẹ Suốt, Hải Đình",17.4632022,106.6247654,Siêu thị
Siêu Thị Đặc Sản Miền Trung 24H,"GHQ3+XHR, Lý Trạch",17.5399843,106.5539011,Siêu thị
CTY TNHH CỘNG NGHỆ QUỐC TẾ ADT,"296 Lý Thường Kiệt, Phường Hải Thành",17.4828407,106.6099586,Siêu thị
Vape Pod Thuốc lá điện tử giá rẻ quảng bình,"FJF9+2W4, Phường Hải Thịnh",17.472613,106.619826,Siêu thị
Siêu thị Mẹ Yêu Con,Ngã ba Nam Gianh,17.7026072,106.4406161,Siêu thị
Siêu Thị Mẹ Bầu & Em Bé Con Cưng,"32 Quang Trung, phường",17.4628251,106.6239937,Siêu thị
Trung sơn mart,"84 Hoàng Diệu, TT. Hoàn Lão",17.5862505,106.5247267,Siêu thị
Winmat+,"55 Đ. Lê Thành Đồng, Bắc Lý",17.4842456,106.6209209,Siêu thị
"Siêu thị Điện Máy Mediamart 54 Lý Thường Kiệt, Đồng Hới, Quảng Bình","54 Lý Thường Kiệt, Đồng Hải",17.4767536,106.6204936,Siêu thị
Siêu Thị Mẹ Bầu & Em Bé Con Cưng,"01 Hàm Nghi, Liên Thuỷ",17.2216203,106.7932046,Siêu thị
"Siêu thị Điện máy XANH Kiến Giang, Quảng Bình","27 Nguyễn Tất Thành, Liên Thuỷ",17.2236512,106.7939933,Siêu thị
Siêu thị điện máy Mediamart Ba Đồn,"19 Quang Trung, Quảng Thọ",17.751737,106.4406512,Siêu thị
Siêu Thị Mẹ Bầu & Em Bé Con Cưng,"309 Trần Hưng Đạo, Nam Sách",17.4671416,106.6047801,Siêu thị
Siêu Thị Mẹ Bầu & Em Bé Con Cưng,"Thôn QL1A, Xã Hải Phú",17.6469209,106.516907,Siêu thị
Siêu thị Điện máy XANH,"75 Lý Thường Kiệt, P",17.477007,106.6209224,Siêu thị
Siêu thị điện máy Mediamart Hoàn Lão,"09 Đ. Hùng Vương, TT. Hoàn Lão",17.5871028,106.5338404,Siêu thị
Siêu thị Điện máy XANH,"141 Đường Hùng Vương, Gia Ninh",17.4042658,106.639378,Siêu thị
Siêu Thị MiNi Mart Hoàng Hà,"P9JJ+MJ8, Nhân Hòa",17.7316857,106.3815546,Siêu thị
Siêu thị Điện máy XANH,"226 Trần Hưng Đạo, Nam Sách",17.468656,106.610239,Siêu thị
"Siêu thị Điện máy XANH Gia Ninh, Quảng Ninh","QL1A, Thôn, Dinh Mười",17.3659524,106.6758214,Siêu thị
Viettel Store,"59 Hùng Vương, Ba Đồn",17.7535001,106.4263486,Siêu thị
Siêu thị ĐIỆN MÁY MEDIAMART Lệ Thủy,"6QFV+7QF, TT. Kiến Giang",17.2231974,106.7944301,Siêu thị
Siêu thị Mẹ bầu & Em bé Con Cưng,"Lý Thường Kiệt/1 Khu phố 1, phường",17.7525715,106.4243189,Siêu thị
Siêu thị Thế Giới Di Động,"127 Trần Hưng Đạo, Phường Hải Thịnh",17.4694041,106.6134852,Siêu thị
Siêu thị Mini Bảo Ngọc,"8M55+V9, Đại Hữu",17.3096667,106.6583838,Siêu thị
Siêu thị Điện máy HC - Quảng Bình,"50 Quang Trung, Đồng Hải",17.4647231,106.6235935,Siêu thị
Siêu Thị T-Mart,"60 Hùng Vương, Ba Đồn",17.7536002,106.4252841,Siêu thị
Siêu thị Điện máy XANH,Thôn Thanh Khê,17.6952169,106.4779335,Siêu thị
Siêu thị điện máy nội thất Chợ Lớn,"559B Lý Thường Kiệt, Đồng Phú",17.4848796,106.6036659,Siêu thị
Siêu Thị Hiếu Hằng Plaza,"27 Nguyễn Hữu Cảnh, Đồng Hải",17.4622018,106.6234141,Siêu thị
Siêu thị Điện máy XANH Hùng Vương,"55 Đ. Hùng Vương, TT. Hoàn Lão",17.5835084,106.5353013,Siêu thị
Siêu thị Điện máy XANH,"9 Hùng Vương, Phường",17.7555794,106.432206,Siêu thị
Siêu thị Trường Xuân,"Công ty TMDV Trường Xuân, 601 Lý Thường Kiệt, Đồng Phú",17.4868399,106.6017521,Siêu thị
NIGHTLIFE mart 24h,"79 Nhật Lệ, Bảo Ninh",17.4705994,106.6309174,Siêu thị
Siêu Thị Điện Thoại Toàn Cầu,"18 Hùng Vương, Ba Đồn",17.7542919,106.427861,Siêu thị
SAM PLAZA,"118A Hữu Nghị, Nam Lý",17.4700895,106.60591,Siêu thị
Siêu Thị Thịnh Việt 2,"ĐT2B, Hạ Trạch",17.6813375,106.4256426,Siêu thị
Bách Hóa Xanh Hai Bà Trưng,"106 Đường Hai Bà Trưng, Phường Hải Thịnh",17.4714042,106.6171243,Siêu thị
Siêu thị đồng giá LOOK LOOK 19K Quảng Bình,"60 Hùng Vương, Ba Đồn",17.7535898,106.4252876,Siêu thị
Siêu thị Điện máy XANH,"6MPW+35J, Sơn Thuỷ",17.23475,106.694944,Siêu thị
Bách Hoá Xanh,Thôn Thanh Tân xã,17.7310184,106.3759075,Siêu thị
Điện máy Dũng loan 03,"Chợ Ba Đồn, Khu Phố 1, P. Ba Đồn, thị xã",17.7525895,106.4214317,Siêu thị
Siêu thị gia dụng Minh Tầm,"39 Đ. Lâm Úy, Quảng Long",17.7595804,106.4208396,Siêu thị
Siêu thị Thịnh Việt 1,"PC5J+H3G, thôn 5",17.7089129,106.4302046,Siêu thị
Siêu thị Quạt điện Bích Thắng,"16A Mẹ Suốt, Đồng Hải",17.463777,106.6253277,Siêu thị
Thế Giới Sữa,Thanh Tân,17.7307575,106.3760543,Siêu thị
Cửa hàng Xăng dầu Petrolimex Số 01,"19 Lý Thường Kiệt, Đồng Hải",17.4723257,106.6220364,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 14,"QCQM+3P4, Quảng Xuân",17.7876402,106.4343316,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 12,"RCGM+475, Quảng Hưng",17.8252545,106.4332489,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 23,"GH94+M57, QL1, Lý Trạch",17.5191702,106.5555784,Trạm xăng
Cửa hàng xăng dầu Phong Nha,"Thôn 1 Cù Lạc, Sơn Trạch",17.6124155,106.316723,Trạm xăng
Petrolimex - Cửa Hàng 19,"JGCH+7C5, thôn 4",17.6190695,106.5292148,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 07,"GH9C+RWG, Lý Trạch",17.5195603,106.5723004,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 05,"599 Lý Thường Kiệt, Đồng Phú",17.4867372,106.6018177,Trạm xăng
Cửa hàng Xăng Dầu Petrolimex Số 27,"Thôn Mốc Thượng 2, Hồng Thuỷ",17.289472,106.7524707,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 25,"8MRW+XQV, QL1A, Gia Ninh",17.3424774,106.6969148,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 26,"Thạch Thượng 2, Hồng Thuỷ",17.2956396,106.744962,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 15,"QC3R+5XC, QL1A, Quảng Thọ",17.7529351,106.4423906,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 20,"HGJP+J78, TT. Hoàn Lão",17.5815213,106.5356713,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 17,"MFWF+F3X, Bắc Trạch",17.6962655,106.4727645,Trạm xăng
Petrolimex,"Thôn Bốn, Phúc Trạch, Bố Trạch",17.6478839,106.2678098,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 21,"JCGW+P5F, ĐT561, Vạn Trạch",17.6268271,106.4454354,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 28,"7Q5V+HXG, QL1A, Thanh Thuỷ",17.2589429,106.7949656,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 04,"Thôn 4, Nam Lý, Đồng Hới",17.4663847,106.5991022,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 48,"Thanh Sơn, Quảng Thanh, Quảng Trạch",17.7674477,106.3660733,Trạm xăng
Cửa hàng Xăng dầu Petrolimex - Trường Thọ QB,"Unnamed Rd, Thanh Thuỷ",17.2780578,106.7963167,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 35,"CJMP+64V, Quang Trung, Lương Ninh",17.433103,106.6353103,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 06,"GH6P+78R, Lý Thánh Tông, Lộc Ninh",17.5107394,106.5857787,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 08,"78 Lý Thái Tổ, Bắc Nghĩa",17.4419776,106.5969676,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 51,"7QVG+4HG, Hồng Thuỷ",17.2928091,106.7764643,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 02,"Phú Hải, Đồng Hới",17.4481531,106.6314488,Trạm xăng
PVOIL CHXD Đức Ninh Đông,"86 Đường Phạm Văn Đồng, Nam Sách",17.4605962,106.6111553,Trạm xăng
Xăng dầu quân đội,"FH66+3RR, Đồng Sơn",17.4602486,106.5620231,Trạm xăng
Cửa hàng xăng dầu Đức Lê,"6F73+28, Trường Sơn",17.2127093,106.4532679,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 24,"CJJG+9XJ, Lương Ninh",17.430951,106.6273788,Trạm xăng
Của hàng Xăng dầu Petrolimex Số 29,"6RX5+4QF, QL1, Mỹ Duyệt Thượng",17.2478193,106.8094299,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 33,"6Q8R+835, Xuân Thuỷ",17.2158381,106.7902028,Trạm xăng
Cửa hàng xăng dầu Khánh Hoài,"9P3R+XP9, Cua Thôn",17.3549103,106.7418582,Trạm xăng
Petrolimex CHXD 52,"9J8P+4HG, Quyết Tiến",17.3652308,106.6364583,Trạm xăng
Trạm Xăng Thanh Hà,Quảng Thanh,17.7640625,106.3770625,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 39,"Q7QC+X2H, Tiến Hoá",17.7899291,106.2701055,Trạm xăng
Cửa hàng Xăng dầu An Phát 03,"9MP3+2RH, thôn Tây",17.3850631,106.6546,Trạm xăng
PVOIL CHXD THÀNH PHỐ ĐỒNG HỚI,"127 Phan Đình Phùng, Đồng Phú",17.4741808,106.5898007,Trạm xăng
Cửa hàng xăng dầu Bảo Ninh,"Thôn Trần Phú, Trung Bính",17.463807,106.6358875,Trạm xăng
Trạm xăng dầu Phú Ninh,"FHG2+5P4, Đức Điền",17.4753511,106.5517861,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 38,"6MMW+257, Hồ Chí Minh, Sơn Thuỷ",17.2325442,106.6954009,Trạm xăng
Trạm xăng Quán Hàu,"QL1A, TT. Quán Hàu",17.4107046,106.6429799,Trạm xăng
Cây xăng Quy Hương,Khu phố 3,17.7569169,106.4253562,Trạm xăng
PVOIL CHXD BẮC LÝ,"trái tuyến, Km 659+600, QL1A Đường tránh Tp Đồng Hới",17.4759425,106.5751076,Trạm xăng
Trạm Xăng dầu Minh Khiêm số 3,"R9MF+PFC, Unnamed Road, xóm 7",17.8343647,106.3736087,Trạm xăng
Xăng Dầu Vũ Long,"Thôn 1, Thanh Bình",17.6322011,106.3600528,Trạm xăng
CHXD Khu Vực Cộn- Hải Vân 01,"194 Lý Thái Tổ, Bắc Nghĩa",17.4443517,106.5911338,Trạm xăng
Cữa Hàng Xăng Dầu Hải Ninh,"9PC6+FR, Hải Ninh",17.3707054,106.7115815,Trạm xăng
TRUNG TÂM GAS - DMN PETROLIMEX,"FHCW+GMJ, Nam Lý",17.4713482,106.5966472,Trạm xăng
Trạm Xăng Dầu Long Hiếu,"6QM9+MH7,đội 3 thôn Tuy Lộc",17.2341826,106.7691067,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 46,"8MXC+4WV, Quảng Xá",17.3478636,106.6722882,Trạm xăng
Trạm xăng Thanh Tâm,"FJQ2+584, Đồng Phú",17.4879223,106.6008994,Trạm xăng
Cửa Hàng Xăng Dầu Lê Ninh,"6QGW+HVH, Nguyễn Tất Thành, Liên Thuỷ",17.2264489,106.7972335,Trạm xăng
DNXD Khánh Linh,"QC59+72M, Quảng Long",17.7582278,106.417545,Trạm xăng
CỬA HÀNG XĂNG DẦU HỒNG VÂN SỐ 7,"PCVP+WC5, Lý Thường Kiệt, Quảng Thuận",17.7447593,106.4361105,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 37,"7M86+6WV, Hồ Chí Minh, Vạn Ninh",17.2656094,106.6623036,Trạm xăng
Cty TNHH Minh Hải,"HGPM+XF8, AH1, TT. Hoàn Lão",17.587412,106.5337045,Trạm xăng
Trạm xăng dầu PV Oil,"HGFG+939, Nguyễn Trãi, TT. Hoàn Lão",17.573418,106.5252256,Trạm xăng
Cửa hàng Xăng dầu Petrolimex Số 22,"FGH7+32R, TT. NT Việt Trung",17.4777221,106.5125199,Trạm xăng
Cửa Hàng Xăng Dầu Hiếu Thành,Thạch Bàn,17.1865271,106.7623055,Trạm xăng
Cây Xăng Lệ Ninh,"6MMQ+8V3, TT. NT Lệ Ninh",17.234419,106.689878,Trạm xăng
Cửa Hàng xăng dầu Hoàng Long 2,An Thuỷ,17.2245482,106.7741872,dầu
Cửa hàng Xăng dầu Petrolimex Số 36,"8J9V+P85, Xuân Dục",17.3192631,106.6433491,dầu
Xăng dầu Tam Hương,"5PXF+9C2, ĐT565, Tám Hương",17.1983294,106.7236116,dầu
Cửa hàng Xăng dầu Petrolimex Số 34,"70 Hùng Vương, Liên Thuỷ",17.2244472,106.789818,dầu
Xăng Dầu PETROLYMEX Hải Nam 24/24,"7M85+QG7, ĐT10, Vạn Ninh",17.2669246,106.6588063,dầu
Cửa Hàng Xăng Dầu Linh Duy,thôn Tây,17.2824419,106.6763421,dầu
Công Ty TNHH TM TH xăng Dầu Việt Trung,"HCHP+8VH, Phú Định",17.5783008,106.437243,dầu
Cửa hàng xăng dầu An Phát 04,"9JP6+965, Hồ Chí Minh, Vĩnh Ninh",17.385866,106.610671,dầu
Xăng Dầu Vạn Ninh,"7M86+6WR, Vạn Ninh",17.2656202,106.6622799,dầu
Cửa Hàng Xăng Dầu PV Số 1 Bố Trạch Quảng Bình,"HG7V+754, QL1A, Đại Trạch",17.5631449,106.5429589,dầu
Xăng Dầu Minh Khiêm,"PCHQ+QWM, thị xã",17.7294546,106.4397478,dầu
Xăng dầu Quân đội - Trạm Xăng Số 20,"M66H+8F2, Hồ Chí Minh, Xuân Trạch",17.6607657,106.2286298,dầu
Cửa hàng xăng dầu Tiên Phong,"QL12A, Phường",17.7609398,106.3955171,dầu
Cửa hàng Xăng dầu Petrolimex Số 40,"Liên Sơn, Mai Hóa, Tuyên Hóa",17.8247053,106.1788701,dầu
Cửa Hàng Xăng Dầu Hưng Phát Số 5,"FJ74+FXJ, Đường Phạm Văn Đồng, Nam Sách",17.4637133,106.607392,dầu
Cửa hàng Xăng dầu Văn Trường,"4RQ5+47W, Cầu, Ba Canh",17.1378588,106.8082065,dầu
Tuan Viet Center,"01A Mẹ Suốt, Đồng Hải",17.4630666,106.624546,Trung tâm thương mại
Vincom Plaza Đồng Hới,"Quách Xuân Kỳ, P",17.4654359,106.6266764,Trung tâm thương mại
City Game Vincom Quảng Bình,"15 Lê Trực, Hải Đình",17.4652831,106.6262112,Trung tâm thương mại
SIÊU THỊ D.MART,Hưng Trạch,17.6249949,106.3602881,Trung tâm thương mại
Tổ hợp Nhà phố Thương mại và Căn hộ Khách sạn Royal,"FJ6G+QJR, Đồng Hải",17.461994,106.6265071,Trung tâm thương mại
Trung Tâm Thương Mại Tổng Hợp Vật Liệu Xây Dựng,"177 Lý Thường Kiệt, Phường Hải Thành",17.4815631,106.6166529,Trung tâm thương mại
Công ty TNHH Thương Mại Lý Lời,"QC2F+VP4, Lý Thường Kiệt, Ba Đồn",17.7521759,106.4243468,Trung tâm thương mại
Trung Tâm Thương Mại Hiệp Hợp,"6QFV+GM9, Liên Thuỷ",17.2233011,106.79453,Trung tâm thương mại
Trung Tâm Dịch Vụ Bán Đấu Giá Tài Sản,"183 Hữu Nghị, Nam Sách",17.470691,106.6069565,Trung tâm thương mại
Công Ty TNHH Thương Mại Quốc Tế Trung Tín,"99 Trần Hưng Đạo, Phường Hải Thịnh",17.4696197,106.6147081,Trung tâm thương mại
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HẢI ANH SINH,"5/29 Đào Tấn, Đồng Phú",17.4809252,106.6021576,Trung tâm thương mại
Công Ty TNHH Thương Mại Ngọc Phương,Đồng Phú,17.4685853,106.589831,Trung tâm thương mại
Nhà Sách FAHASA Quảng Bình,"Lê Lợi, Khu đô thị Bắc",17.4618282,106.6182648,Trung tâm thương mại
Regal Legend Quảng Bình,"FJ4W+X8V, Võ Nguyên Giáp, Bảo Ninh",17.4574738,106.6457929,Trung tâm thương mại
"Cửa Hàng Trang Sức PNJ 404 Hùng Vương, Hoàn Lão, Quảng Bình","404 Đ. Hùng Vương, Trung Trạch",17.5791712,106.5366506,Trung tâm thương mại
Điện máy XANH,"22 Quang Trung, Đồng Hải",17.4612004,106.624678,Trung tâm thương mại
Jollibee Vincom Quảng Bình,"Quách Xuân Kỳ, Đồng Hải",17.4655177,106.6261959,Trung tâm thương mại
Square Coffee,"Mẹ Suốt, Đồng Hải",17.463365,106.6248102,Trung tâm thương mại
Sen Seoul Spa Massage Nail,"TDP Xuân Tiến, Phong NHA",17.61002,106.3115943,Trung tâm thương mại
Bệnh viện Đa khoa TTH Quảng Bình,"99 Điện Biên Phủ, Phú Hải",17.4466321,106.6278774,Trung tâm thương mại
Sen Spa Massage.,"03 Lê Lợi, Đồng Hải",17.4633523,106.6236171,Trung tâm thương mại
Khu vui chơi trẻ em TV Kidz - Tuấn Việt,"Tuan Viet Center, 01 Mẹ Suốt, Đồng Hải",17.4632039,106.6247664,Trung tâm thương mại
Viện Thẩm Mỹ Mega Korea Quảng Bình,"28 Trần Hưng Đạo, Đồng Hải",17.4701482,106.6199735,Trung tâm thương mại
Belluni Vincom Quảng Bình,Đồng Hải,17.4652908,106.6262289,Trung tâm thương mại
Ninomaxx Concept Vincom Đồng Hới,"Gian hàng L1-06, Tầng 1, TTTM Vincom Quảng Bình Khu nhà phố thương mại, đường, Quách Xuân Kỳ, Đồng Hải",17.4655675,106.626255,Trung tâm thương mại
Cỏ Mềm HomeLab,"160B Trần Hưng Đạo, p",17.4690564,106.6128999,Trung tâm thương mại
Quán Cà phê Coco's,"57 Nguyễn Hữu Cảnh, Phường Hải Thịnh",17.4660745,106.6176762,Trung tâm thương mại
CỬA HÀNG ĐẶC SẢN MIỀN TRUNG XỨ QUẢNG,"185 Trương Pháp, Bắc Lý",17.4931269,106.6258362,Trung tâm thương mại
Shop Good's,"110 Trần Hưng Đạo, Phường Hải Thịnh",17.4695788,106.6161068,Trung tâm thương mại
Hang Chau Shop,"475 Lý Thường Kiệt, Thành phố",17.4840662,106.6065613,Trung tâm thương mại
Công ty TNHH Thương Mại Dịch Vụ Gianh Thuý,"217 đường Trần Hưng Đạo, Nam Sách",17.4682779,106.6077262,Trung tâm thương mại
Trung Tâm Khuyến Công Và Xúc Tiến Thương Mại,"11, Quang Trung, Thành Phố Đồng Hới, Tỉnh Quảng Bình, Đồng Hải",17.4626445,106.624823,Trung tâm thương mại
Chợ Cổng Quảng Tiến,"R9CG+CR3, Văn Chung",17.8210599,106.377107,Trung tâm thương mại
Trung Tâm Đăng Kiểm Xe Cơ Giới 73-04D,thôn 2,17.5952739,106.5397299,Trung tâm thương mại
Trung tâm thương mại và văn phòng cho thuê Linh Thành Group,"FJ88+MC8, Phường Hải Thịnh",17.4666671,106.6160717,Trung tâm thương mại
Siêu thị mini Thiên Thần,"336 Nguyễn Chí Thanh, Ba Đồn",17.7303365,106.374362,Trung tâm thương mại
Hair SaLon Khánh Vân,"J868+8MG, Cù Lạc 1",17.6106944,106.3167961,Trung tâm thương mại
Trung tâm Khuyến công và xúc tiến thương mại - Sở Công thương Quảng Bình,"59 Trần Quang Khải, Phường Hải Thành",17.4781578,106.6175023,Trung tâm thương mại
