name,address,lat,lng,matched_keyword
Đền Thờ Tĩnh Quốc Công Nguyễn Hữu Dật,"7MJR+799, xóm Bến",17.2806535,106.6909893,Đền
Nhà thờ Lễ thành hầu Nguyễn Hữu Cảnh,"7MJ7+X85 phuc tin, Phúc Tính",17.282383,106.6633502,Đền
Đền thờ các anh hùng liệt sỹ,"27 Lý Nhân Tông, Đức Ninh",17.4524996,106.5948739,Đền
Đền thờ cụ Dương Phúc Thái,Quảng Xuân,17.7963784,106.4478934,Đền
"Đền tưởng niệm liệt sĩ Trường Sơn đường 20 Quyết Thắng, trọng điểm CÀ RÒONG - ATP","76Q4+P7, Thượng Trạch",17.2888568,106.2059165,Đền
Đền Song Trung Miếu Bia,"Q7FW+27M Lèn Rồng, thôn Trung Tiến",17.7725773,106.2956551,Đền
Đền thờ Động Phong Nha,"H7JM+F3, Phong Nha",17.5812369,106.2826744,Đền
Đền Thủy,"JG9W+MPW, Đức Trung",17.619247,106.546829,Đền
Đền Thờ Đức Thánh Hoàng Bảy,"R4H4+4W, Nam Hoá",17.827796,106.107297,Đền
Đền Cá Ông Thanh Trạch,"PF2R+VW5, Unnamed Road, Thanh Trạch",17.7021378,106.4923463,Đền
Miếu Bà - Đền Tam Thượng,"Q7Q2+2MW, Tiến Hoá",17.7876044,106.2516986,Đền
Đền Làng Xóm Hổ,"HG64+MR8, Hoà Trạch",17.5629533,106.5071404,Đền
Đền tưởng niệm các anh hùng liệt sỹ phường Bắc Lý,"135-131, F325, Đồng Phú",17.4821904,106.5919767,Đền
Miếu Thần Linh,"P9JM+WHW, ĐT559B, Quảng Hoà",17.732374,106.383942,Đền
Khu Lăng Mộ Chi 6 Tộc Nguyễn,"PFX4+PH6, Thọ Đơn",17.7492936,106.4563847,Đền
Đền thờ danh tướng cần vương Lê Mộ Khải,"MCQH+392, Hạ Trạch",17.6876273,106.4283805,Đền
Đền Thánh Giuse,"J7WX+CG2, Phúc Khê",17.6460199,106.29875,Đền
Đền Truy Viễn Đường,"P9PG+93J, Vĩnh Phước",17.736225,106.3758208,Đền
Đền thờ Liệt sĩ Khe Gát,"M64J+FMC, Hồ Chí Minh, Xuân Trạch",17.6561976,106.2316256,Đền
Pháp Sư Thanh Quang,Quảng Phong,17.7542599,106.3947646,Đền
Đền Cầu Ngư,"9P3W+FXM, Cua Thôn",17.3537054,106.7474278,Đền
Đền thờ Văn Thánh,"P958+Q9C, Unnamed, Road",17.7094321,106.3658983,Đền
Dada,"Trung Thuận, Bố Trạch",17.6406643,106.5193213,Đền
Hội Dòng Mến Thánh Giá Hướng Phương,"Q9JH+2H4, Hương Phượng",17.780019,106.3789555,Đền
Đền thờ Hoàng Hối Khanh,"6QFJ+RC9, TT. Kiến Giang",17.2243986,106.7808587,Đền
Dada,"293 Trần Hưng Đạo, Nam Sách",17.4674972,106.6056182,Đền
Xuân Tú,"Phú Hải, Đồng Hới",17.4502171,106.6314226,Đền
Đền thờ Eo Ngự làng Ba Trang - Thùng Thùng,"M8RV+FQ8, Unnamed Road",17.6911689,106.3444678,Đền
Mộ tổ Trần Quý Công,"Q7RQ+2F4, QL12A, Cảnh Hoá",17.7900241,106.2887459,Đền
RẪY ÔNG ĐỀN,"8JMF+VV8, Hiền Ninh",17.3346736,106.6247104,Đền
Đền thờ Đồng Âu Cá,"M9J4+6M7, Unnamed, Road",17.6805408,106.3566644,Đền
"Đền thờ, Vực sâu Âu Cá","M9J3+6X3, Unnamed Road",17.6805159,106.354918,Đền
Lê Zippo,"25 Ngô Quyền, Phường Hải Thịnh",17.4743792,106.6200003,Đền
Mộ cố Tú,"Q7RQ+2F4, QL12A, Cảnh Hoá",17.7900241,106.2887459,Đền
Miếu thờ cụ Lê Văn Hành,"Q7GP+CV, Văn Hoá",17.7760983,106.2872277,Miếu
Miếu Nguyễn Khắc,"P9V9+WMW, Unnamed, Road",17.744859,106.3691897,Miếu
Miếu Thánh Hoàng,"M9HP+5WX, Unnamed Road",17.6779853,106.3873702,Miếu
"Miếu Cao Các Mạc Sơn,Minh Lệ","P94C+VG8, Unnamed, Road",17.7071526,106.3713388,Miếu
Miếu bà Lổ,"6QR4+W8G, An Xá",17.2423174,106.7558382,Miếu
MIẾU THÀNH HOANG,"QC3X+553, Thọ Đơn",17.7529479,106.4479072,Miếu
"Miếu Cao Các Mạc Sơn, Thọ Hạ","P948+QM2, Unnamed, Road",17.7068805,106.3666419,Miếu
Miếu Đức Trường,"FJ36+7MQ, Đức Ninh Đông",17.4532155,106.6117366,Miếu
Miếu Văn Sơn Khe zet,"P938+PXQ, Unnamed, Road",17.7043416,106.3674838,Miếu
Miếu thờ Họ Trần,"8JPM+PR, Hiền Ninh",17.3367666,106.6346312,Miếu
Miếu Long Hải,"FJRC+F6, Bắc Lý",17.4911875,106.6205625,Miếu
MIẾU ÔNG NGHỊ,"102 Nhật Lệ, Sa động",17.4688369,106.6319108,Miếu
Miếu Thành Hoàng Vĩnh Phú,"P9JM+WG8, Vĩnh Phú",17.7322894,106.3838431,Miếu
"Miếu Thần Lồi, Thọ Linh","P964+9HX, Unnamed, Road",17.7109981,106.3564764,Miếu
Miếu Lèn Am Rào Nan,"P8J9+7C9, ĐT559B, Quảng Sơn",17.7306583,106.3186197,Miếu
Miếu Hợp Hoà,"PCQ4+5G2, Cầu Máng Unnamed, Road",17.7378921,106.4062682,Miếu
Miếu bà lồnn,"FJ69+MF5, Tự Đức, Phường Hải Thịnh",17.4615574,106.6189821,Miếu
Miếu Ngè khe zét làng Thọ Hạ,"P949+7CQ, Unnamed, Road",17.7057138,106.3686231,Miếu
Hang Chà Lòi,Ngân Thuỷ,17.1969393,106.5998512,Miếu
Miếu Thành Hoàng làng Thọ Hạ,"P968+J92, Unnamed Road, Thọ Hạ",17.7115014,106.3658993,Miếu
Miếu Vĩnh Lộc,"P9MJ+MJH, Unnamed, Road",17.7341872,106.381599,Miếu
Miếu Cương Trung,"Q7W5+VGX, Tiến Hoá",17.7976343,106.2578609,Miếu
Miếu Quảng Hoà,"P9HF+3CJ, Unnamed, Road",17.7277164,106.3735039,Miếu
"Miếu Thần Cụt, Thọ Linh","P87W+QG4, Unnamed, Road",17.7143778,106.3463155,Miếu
Miếu thờ Trần Bang Cẩn tướng quân,"P9MJ+MJH, Quảng Lộc",17.7341875,106.3815859,Miếu
Miếu thiêng Giếng Mội,"M9R6+9F5, Unnamed, Road",17.6908993,106.3612366,Miếu
Khe Nước Lạnh,"6HJW+FRW, Rào Đá",17.2312375,106.5970892,Miếu
Cơ sở Lăng-Miếu-Nhà thờ Trần Đông,Thôn Trung Thuận,17.6378088,106.5126496,Miếu
Miếu thờ Trần Hữu bậc cao,"8JRM+HC, Hàm Ninh",17.3414408,106.633562,Miếu
Hải Đăng Nhật Lệ,"17°29'00.0""N 106°37'33., ĐT3",17.4832326,106.6259851,Nhà nguyện
Nhà thờ Giáo xứ Hội Nghĩa,"J8CG+44C, Sơn Trạch",17.6201692,106.3253016,Nhà nguyện
Nhà Nguyện Giáo Xứ Tam Tòa,"58 Nguyễn Du, Đồng Hải",17.4770718,106.6236073,Nhà nguyện
Nhà Thờ Giáo Xứ Yên Giang,"M9HQ+CVJ, Liên Trạch",17.6785958,106.3896365,Nhà thờ
Nhà Thờ Giáo Xứ Hòa Ninh,"P9HG+H69, Quảng Hoà",17.7289083,106.3756146,Nhà thờ
Nhà thờ giáo xứ Nhân Thọ,"QC9W+5X2, Nhân Thọ,thị xã, Quảng Thọ",17.7678877,106.447386,Nhà thờ
Nhà Thờ Giáo Xứ Kinh Nhuận,"Q7MQ+QQ3, Kinh Nhuận",17.7843855,106.2894313,Nhà thờ
Nhà Thờ Giáo Xứ Gia Hưng,"J8GX+PPG, Cầu, Hưng Trạch",17.6268037,106.34933,Nhà thờ
Nhà Thờ Giáo Xứ Vĩnh Phước,"P9PC+M8V, Hợp Lộc",17.7367311,106.3707938,Nhà thờ
Nhà Thờ GX Khe Gát - GP Vinh,"thôn 1, Xuân Trạch, Bố Trạch",17.6538267,106.2224953,Nhà thờ
Nhà Thờ Giáo Xứ Cồn Nâm,"P98R+WH7, Quảng Minh",17.7172827,106.3914111,Nhà thờ
Nhà Thờ Giáo Xứ Cồn Sẻ,"P9WG+4XJ, Cồn Sẻ",17.7453461,106.3773826,Nhà thờ
Nhà Thờ Giáo Xứ Phù Ninh,"Q96P+P9, Quảng Thanh",17.7614582,106.385983,Nhà thờ
Nhà thờ Chợ Sàng,"Q8FH+9GX, Liên Trường",17.7734795,106.3288615,Nhà thờ
Nhà Thờ Giáo Xứ Thanh Hà,"P95M+R9P, Unnamed, Road",17.7095799,106.3834487,Nhà thờ
Nhà Thờ Giáo Xứ Khe Ngang,"J7WX+GJP, Unnamed Road",17.6463441,106.2990817,Nhà thờ
Nhà Thờ Giáo Xứ Diên Trường,"P9C9+25H, Diên Trường",17.7200521,106.3679711,Nhà thờ
Nhà thờ Giáo xứ Tân Phong,"QC24+W5G, Đường Liên Thôn, Ba Đồn",17.7522743,106.4054552,Nhà thờ
Nhà Thờ Giáo Xứ Đồng Troóc,"J7XF+VGH, Thôn Hai",17.6496843,106.2738664,Nhà thờ
Nhà thờ Giáo xứ Phù Kính,"Q7CX+542, Phù Hoá",17.7703975,106.2977647,Nhà thờ
nhà Thờ Sen Bàng,"GGM2+J6J, Hoà Trạch",17.5340843,106.5003966,Nhà thờ
Nhà Thờ Giáo Xứ Trung Quán,"8MX3+WV4, Trung Quán",17.3498041,106.654838,Nhà thờ
NHÀ THỜ GIÁO XỨ THANH HẢI,"MFWR+P9V, Unnamed, Road",17.6968539,106.490907,Nhà thờ
Nhà Thờ Thanh Sen,"J7M6+F47, Hồ Chí Minh Tây, Phúc Trạch",17.6336749,106.2602974,Nhà thờ
Nhà Thờ Giáo Xứ Hướng Phương,"Q9GM+95G, Hương Phượng",17.7759375,106.3829531,Nhà thờ
Nhà Thờ Giáo xứ Đan Sa,"PFH4+6M7, Quảng Phúc",17.7281876,106.4566067,Nhà thờ
Nhà thờ Giáo xứ Tân Mỹ,"PF5P+8HF, Unnamed Road, Tân Mỹ",17.7083114,106.4864327,Nhà thờ
Nhà thờ họ Nguyễn Tất Liên Sơn Mai Hóa,"Thôn, Liên Sơn",17.8262473,106.1817922,Nhà thờ
Giáo Xứ Văn Phú,"PCGJ+G4, Văn Phú",17.7263125,106.4303125,Nhà thờ
Nhà thờ Minh Cầm,"R5FH+GCP, Mai Hoá",17.8238373,106.1785679,Nhà thờ
Nhà thờ Giáo Xứ Bồng Lai,"H9R5+2PX, Bồng Lai 2",17.5901235,106.3593463,Nhà thờ
Nhà thờ Văn Phú,"PCGJ+WQR, Quảng Văn",17.7273743,106.4318868,Nhà thờ
Nhà thờ giáo xứ Ba Đồn,"QC28+7HH, Ba Đồn",17.7506976,106.4164696,Nhà thờ
Nhà thờ giáo họ Tân Định,"PCC2+MC4, Quảng Minh",17.7216484,106.4011067,Nhà thờ
Nhà Thờ Giáo Họ Yên Thuận,"P9WQ+V46, Unnamed Road",17.7471746,106.3877837,Nhà thờ
Cau treo bau sen,"J788+Q26, Hồ Chí Minh Tây, Phúc Trạch",17.6169247,106.2650078,Nhà thờ
Nhà thờ Giáo xứ Giáp Tam,"PCF3+HJV, Tân Định",17.7239354,106.4039722,Nhà thờ
Nhà thờ giáo xứ Liên Hoà,"Q86Q+6JH, Unnamed, Road",17.760564,106.339091,Nhà thờ
Nhà Thờ Giáo Họ Xuân Tiến,"J866+QF7, Phong NHA",17.6119108,106.311179,Nhà thờ
Nhà Thờ Giáo Xứ Hoành Phổ,"8M7C+353, Vĩnh Lộc",17.3126486,106.6704083,Nhà thờ
"Nhà Thờ họ Phạm Văn - Thôn Đắc Thắng, xã Gia Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình","8P9F+5MR, Cống cao, Đắc Thắng, Gia Ninh",17.31796,106.7241679,Nhà thờ
Nhà thờ Xứ Hà Lời,"J863+37C, Phong NHA",17.6101977,106.3031325,Nhà thờ
Nhà Thờ Giáo Xứ Chày,"H7Q6+G46, Cầu treo Chày Lập, Phúc Trạch",17.5887755,106.2602712,Nhà thờ
Nhà Thờ Giáo Xứ Thanh Thủy,"M92M+Q29, Liên Trạch",17.6519178,106.382611,Nhà thờ
Nhà thờ giáo họ Kinh Tân,"Q7RJ+227, Kinh Nhuận",17.7900261,106.2800668,Nhà thờ
Nhà thờ giáo xứ đồng tiến,"Q6XM+H9Q, QL12A, Tiến Hoá",17.7988085,106.2333962,Nhà thờ
Nhà thờ Thanh Sơn,"Q97H+Q9F, Quảng Thanh",17.764428,106.3784363,Nhà thờ
Nhà thờ Chay,"P7MF+HW, thôn Chay",17.7338192,106.2747065,Nhà thờ
"Nhà thờ họ TRẦN NGỌC, Thọ Linh","P89W+3QM, Thọ Linh",17.7177022,106.3469348,Nhà thờ
Nhà thờ Giáo họ Thông Thống,"P93R+G2J, Quảng Minh",17.7039011,106.3899914,Nhà thờ
Nhà thờ giáo họ Đồng Xuân,"PF88+52W, Mỹ Hòa",17.7154918,106.4650855,Nhà thờ
Nhà thờ giáo họ Vĩnh Tân,"P9QW+34, Quảng Hoà",17.7377022,106.3952821,Nhà thờ
Nhà Thờ Giáo Xứ Diên Phúc,Diêm Phúc,17.7257085,106.4634495,Nhà thờ
NHÀ THỜ HỌ PHAN VĂN,"5PWQ+6M, Phú Hòa Nam",17.1955645,106.7391862,Nhà thờ
Nhà thờ giáo xứ Na,"J73R+5C, Sơn Thủy",17.6029294,106.2910575,Nhà thờ
Di tích LS quốc gia Nhà thờ Hoàng Kế Viêm,"CJ6R+4F5, Văn La",17.4098034,106.6413122,Nhà thờ
NHÀ THỜ HỌ ĐOÀN KIM,Phú Hòa Nam,17.1902092,106.7363785,Nhà thờ
Nhà Thờ Họ Trần,"PCXX+87P, Thọ Đơn",17.7483353,106.4481981,Nhà thờ
Nhà thờ Giáo Họ Trà Sơn,"PFCC+MW8, Mỹ Hòa",17.7216651,106.4723176,Nhà thờ
Niệm Phật Đường Thiên Thai,"Thượng Đức, Đức Trạch, Bố Trạch",17.6348834,106.5264148,Niệm phật đường
Đài tưởng niệm Trương Pháp,"FJWG+C36, Đông Hải",17.4960499,106.6251394,Niệm phật đường
Động Thiên Đường Paradise Cave,"Km 16 Đường Hồ Chí Minh, Nhánh Tây",17.5194514,106.2232849,Niệm phật đường
Tranh trạm gỗ giáp vàng pháp nhinh,"324 Quang Trung, Phú Hải",17.450213,106.6310115,Niệm phật đường
Thánh Đường Giáo Họ Tô Xá,"Q9PG+MWH, Tô Xá",17.7867917,106.3773286,Thánh đường
Cửa hàng WinMart+ 169 Lý Thánh Tông,"169 Đường Lý Thánh Tông, Lộc Ninh",17.4946853,106.5936409,Thánh đường
Vo Nguyen Giap Memorial House,"An Lạc, Lộc Thủy, Lệ Thủy",17.2443195,106.7500644,Thánh đường
Công ty TNHH TMDV Thanh Đồng,"Đường Lý Thánh Tông, Lý Trạch",17.5200046,106.5716793,Thánh đường
Phong thủy Xuân Tiều,"197 Lý Thánh Tông, Lộc Ninh",17.4959152,106.5928515,Thánh đường
Cổng chào thành phố Đồng Hới,"GH8J+448, Lộc Ninh",17.5152793,106.5803399,Thánh đường
Dịch Vụ Điện Tử Tiến Hợp,"Đường Lê Thánh Tông, Đồng Hải",17.4643937,106.624626,Thánh đường
Đồ Gỗ Việt Thái Quảng Bình,"315 Lý Thánh Tông, Lộc Ninh",17.5010094,106.5902309,Thánh thất
Đồ Gỗ Hải Long,"172 Lý Thánh Tông, Lộc Ninh",17.5026976,106.5897433,Thánh thất
"Từ đường tộc Võ Văn (thôn Bàng, xã Hoà Trạch)",Thôn Bàng,17.5242492,106.4982134,Từ đường
Nhà từ đường họ Hồ,"H7XR+8M6, Phong NHA",17.5981027,106.2925094,Từ đường
Từ Đường Lê Tộc,"đường né trạm thu phí, Đường Liên Thôn, Nam Lãnh",17.7707081,106.3827922,Từ đường
từ đường họ Võ,"Q82V+WJJ, Thượng Thôn",17.7522531,106.343984,Từ đường
Ngô Tộc Từ Đường Chi II- thôn Hợp Hoà,"P9PV+C72, Vĩnh Phú",17.7360721,106.393116,Từ đường
VÕ TỘC TỪ ĐƯỜNG 2004,"Q82V+RRX, THÔN, Trung Thôn",17.7520547,106.3445915,Từ đường
Bia tưởng niệm Di tích lịch sử Quốc gia đường Hồ Chí Minh,"Cầu Trạ Ang, Hồ Chí Minh Tây, Tân Trạch",17.5191112,106.2722858,Từ đường
Tượng đài Thanh Niên Xung Phong,"J858+7P7, Sơn Trạch",17.6081512,106.3167917,Từ đường
Monsoon Architecture,"21 Đ. Đào Duy Từ, Ba Đồn",17.7524047,106.4287715,Từ đường
Động Phong Nha,"Vườn quốc gia, Phong Nha",17.5816795,106.283462,Từ đường
YODY Hoàn Lão,"374 Đ. Hùng Vương, TT. Hoàn Lão",17.5802833,106.5361986,Từ đường
Thiên Đường Wedding Quảng Bình,"55 Trần Hưng Đạo, Phường Hải Thịnh",17.4700554,106.6167165,Từ đường
Nghĩa Trang liệt sỹ phường Đức Ninh Đông,"FJ29+PHM, Lê Lợi, Đức Ninh Đông",17.4518489,106.6189346,Nghĩa trang
Nghĩa Trang Hữu Nghị,"FFXR+PQQ, TT. NT Việt Trung",17.4993386,106.4919985,Nghĩa trang
"Nghĩa trang liệt sĩ Đồng Hới, Quảng Bình","FJM9+VX9, Phan Huy Chú, Bắc Lý",17.4846726,106.6199749,Nghĩa trang
Nghĩa trang Liệt sĩ xã Đức Ninh,"CJR4+7MF, Đức Ninh",17.4406926,106.6066742,Nghĩa trang
Nghĩa Trang Trái,"8M49+2CV, Gia Cóc",17.3051195,106.6685366,Nghĩa trang
Nghĩa trang Nhân Trạch,"GHWM+CV3, Unnamed Road",17.5460192,106.5846787,Nghĩa trang
Nghĩa trang Họ Dương Văn,"5Q6R+XG5, Mai Thuỷ",17.1623818,106.7913543,Nghĩa trang
Nghĩa trang Liệt sĩ Thọ Lộc,"Nghĩa trang Liệt sĩ Thọ Lộc, ĐT2B, Cự Nẫm",17.6344001,106.4333211,Nghĩa trang
XUÂN HÒA VĨNH HẰNG AN,"RCGV+C23, Xuân Hòa",17.8260128,106.442537,Nghĩa trang
Nghĩa trang TNXP xã Vạn Ninh,"7M6G+2C, Vạn Ninh",17.2600337,106.6761196,Nghĩa trang
Nghĩa trang liệt sĩ huyện Lệ Thủy,"5QPF+PW4, Lê Xá",17.1867745,106.7748406,Nghĩa trang
khu nghĩa trang họ Nguyễn,"6PC2+83V, thôn, Lại Xá",17.220866,106.7001729,Nghĩa trang
Nghĩa trang Liệt sĩ Ba Dốc,"GHJ6+F5X, QL1A, Lý Trạch",17.5312488,106.5604919,Nghĩa trang
Nghĩa Trang Liệt Sĩ - Xã Võ Ninh,"Xóm 5, thôn Trung",17.3889213,106.6617081,Nghĩa trang
Nghĩa Trang Liệt sỹ Cục công trình 4 (Cienco 04) Bộ Giao thông Vận Tải,"8J3Q+M8J, Unnamed Road",17.3042097,106.6382602,Nghĩa trang
Nghĩa Trang Thôn Bắc,"8JQX+C5X, Cổ Hiền",17.3386133,106.6479864,Nghĩa trang
Nghĩa trang Bắc Lý,"FHM6+FV6, Đồng Phú",17.4836632,106.5621441,Nghĩa trang
Nghĩa trang Liệt Sĩ Phú Hải,"128 Quang Trung, Phú Hải",17.4485589,106.6301837,Nghĩa trang
Bia di tích Lịch sử CHIẾN KHU TRUNG THUẦN,"R8CQ+H7, Quảng Thạch",17.8214607,106.3382179,Nghĩa trang
Nghĩa trang Thuận Đức,"FHJ5+VG7, Phan Đình Phùng, Đồng Phú",17.4821538,106.5588036,Nghĩa trang
Nghĩa Trang Liệt Sĩ Xã Liên Trạch,"M99V+Q3H, Liên Trạch",17.6694317,106.3927388,Nghĩa trang
Nghĩa trang liệt sỹ xã lộc ninh,"GH5P+729, Hồ Biểu Chánh, Lộc Ninh",17.5081593,106.5851239,Nghĩa trang
Nghĩa trang Liệt sĩ xả Quàng Sơn,"P996+JCX, Quảng Sơn",17.7181656,106.3613684,Nghĩa trang
Nghĩa Trang Liệt Sĩ Xã Quảng Thạch,"R89V+5CQ, Minh Sơn",17.8179745,106.3436142,Nghĩa trang
NGHĨA TRANG ĐỒNG VẠN,"bản 6, Thuận, Axinh Na, Quảng Trị Province",17.7168293,106.448351,Nghĩa trang
Nghĩa trang Liệt sĩ xã Quảng Trường,"Q997+698, QL12A, Liên Trường",17.7680286,106.3634491,Nghĩa trang
