place_id,name,address,lat,lng,matched_keyword
ChIJg6MHNBm1ODERW1kFMAaWkO8,Hố sụt Kong,"C5WJ+5M3, Tân Trạch",17.4453856,106.1816595,Công trình vui chơi
ChIJE4P1wVdWRzERtV6H5rO7-a4,Trạm Cân điện tử 180 tấn Huyền Anh,"Đường tránh Tp Đồng Hới, Đồng Phú",17.470786,106.581073,Công trình vui chơi
ChIJ5TgSX8ClODER7TCtDe-UA7A,Đồi Mây Đắng - Gà Nướng,"Đồi Mây Đắng, Cự Nẫm",17.6107419,106.4087839,Công trình vui chơi
ChIJYxz7at-xQDERusLaxg3DBNY,Khu dự trữ thiên nhiên Động Châu - Khe Nước Trong,Kim Thuỷ,17.1513785,106.7503571,Công trình vui chơi
ChIJN-dttexXRzERZ-6tiRXufRc,THUÊ XE DU LỊCH QUẢNG BÌNH-XE ĐẸP-GIÁ TỐT,"Vườn hoa Nhật Nguyệt, Tạ Quang Bửu, Nam Lý",17.4629019,106.5952033,Công trình vui chơi
ChIJR5VKj8JXRzER5HCfPiqLs-o,Trung Nguyên Legend Café Vincom Quảng Bình,"FJ8G+3GH, Quách Xuân Kỳ, Đồng Hải",17.465189,106.6263639,Công trình vui chơi
ChIJpWjll8SYODERrsA8mHQtOfA,RIO CINEMAS BA ĐỒN,"353 Quang Trung, Ba Đồn",17.7565722,106.4224006,Công trình vui chơi
ChIJy0vdR6lXRzER2nPSvBWUTxM,AQ Luxury Billiards Club,"6 Văn Cao, Đồng Hải",17.4616035,106.6194941,giải trí
ChIJh04LCS2jODERJIEKzu9pXbA,Làng Sen,"Thôn, Sen Nẫm",17.6396909,106.4036792,giải trí
ChIJX81-YABXRzERCs0uDrgYieM,HIỀN KENT Billiards Club,"10 Lý Nam Đế, Phường Hải Thành",17.4787611,106.6160531,giải trí
ChIJcZruWV9WRzER0ycX9jrBzys,Hồ Công Viên Đồng Sơn,"CHWP+W89, Đồng Sơn",17.4472838,106.5858662,giải trí
ChIJbzsCfgBXRzERn7rADG4shXA,BIDA GON 68 BILLIARDS,"12 Tạ Quang Bửu, Nam Lý",17.4640773,106.5969013,giải trí
ChIJX-HDUziVODERdcL5icKIG3s,Trung Tâm Giải Trí & Coffee Lèn Trúc,Lèn Trúc,17.8012271,106.2275966,giải trí
ChIJZawpPNlXRzERKziy0E1FUBc,196 Pool Arena,"131 Lý Nam Đế, Phường Hải Thịnh",17.4709651,106.6154907,giải trí
ChIJLbWTZQBXRzERU-cGHXyM-bY,Hồ câu giải trí Tứ Hùng,Đồng Phú,17.4745409,106.5861502,giải trí
ChIJXx9qjLxXRzEREsWuID9bIws,MATERA BILLIARDS,"FJG6+VJM, Trần Quang Khải, Phường Hải Thành",17.4777936,106.6118284,giải trí
ChIJkaNrlQmlODERa4o0MZg4jsE,Thung Dó Recreation Center,"J98F+5F7, Hưng Trạch",17.6154113,106.3736753,giải trí
ChIJM_7OqVZXRzERbafGOTmuMgA,KARAOKE GIA BẢO 1,"251 Hà Huy Tập, Bắc Nghĩa",17.4521483,106.5867068,giải trí
ChIJ1cVm7EJRRzERWktvWEEUDxM,TOP HITS NIGHTCLUB ĐỒNG HỚI,"06 Võ Hồng Anh, Bảo Ninh",17.4542252,106.6451197,giải trí
ChIJdaeyuHGhODERcYzueJRLE68,Hồ câu giải trí cường alo,"MFMH+22, Thanh Trạch",17.6825191,106.4775375,giải trí
ChIJeYZMo4uhODERC3bKQAG_qpk,Hồ câu cá giải trí Thuỷ Tiên,"MFPJ+8P4, Quyết Thắng",17.6857703,106.481814,giải trí
ChIJccx44shXRzERtG_GXr8dUHI,Billiards 39 Club,"39 Xuân Bồ, Khu 525",17.4699434,106.6053001,giải trí
ChIJu7DpothRPzERssB1WXZxaGM,Suối Chà Cùng,"696M+4Q5, Trường Sơn",17.2103735,106.3839807,giải trí
ChIJ-f9JRi5TRzERC7wxMGXuVMI,Bida caffe 88,"Xóm 1 Thôn hà thiệp, Võ Ninh",17.4033342,106.6530319,giải trí
ChIJCRWAfCpXRzER-ltsEPu1CpE,Hồ Câu Giải Trí Khôi Minh,"Đường Hà Huy Giáp, Đồng Phú",17.4751703,106.5840092,giải trí
ChIJZ8ScLwBXRzERPPy3UsYNg2A,Happy Games,"FJ69+PC4, Phường Hải Thịnh",17.4616245,106.6183892,giải trí
ChIJ9eCnq2dXRzERi1xlLEa7s78,Tẩm Quất massage người mù Hoàn Phương,"Đ. Tô Ngọc Vân, Đồng Phú",17.4655224,106.5886948,giải trí
ChIJqQq-VxhTRzERrH_kCJ3Bogw,T&T BILLIARD CLUB,"Đối diện nhà văn hoá TDP Văn Hùng, TT. Quán Hàu",17.407503,106.6403301,giải trí
ChIJrex9NVmzQDERMg5Op54k1I8,Bida Hưng Hằng,"AH1, Hồng Thuỷ",17.2868803,106.7555438,giải trí
ChIJE67ZeACVODERyOoRZcNj69E,Trung Tâm Giải Trí HÊ LIỄU - BILLIARS - COFFEE - Vui chơi trẻ em,"Q6XM+MV7, QL12A, Tiến Hoá",17.7991579,106.2347672,giải trí
ChIJqYPs7oe9ODER2BB5cElAm-c,Karaoke Lợi Thao,"Sân Vận Động, Thôn Ba",17.6477764,106.274659,giải trí
ChIJkfhoVdVXRzERnFgygSvwl1w,Bo Trach Quang Binh,"FGMM+XX6, QL16, TT. NT Việt Trung",17.4849057,106.5348935,giải trí
ChIJp22VLTChODERVd2fp21_9Yw,KARAOKE MYNA,"Đồng Láng, Hải Trạch",17.6431469,106.5189677,giải trí
ChIJ76oLJwCtQDERYkcCdeZ-k3Y,Quán bida 22 Billiards Club,Gia Ninh,17.321768,106.713937,giải trí
ChIJlfN97j-xQDERp_sIvAR-jRk,Bida Minh Hùng,"43 Quang Trung, TT. Kiến Giang",17.2259592,106.7869624,giải trí
ChIJX73U_shVRzER58avqx2SHYM,Billiards club Hoàng Long,"4B Chợ Gộ, Quảng Ninh, Quảng Trị",17.3850532,106.6147343,giải trí
ChIJtVdrBpZXRzER7uhqMqROK9k,Karaoke Gia Bảo 2,"171 Lý Thái Tổ, Đồng Sơn",17.4445821,106.5881148,giải trí
ChIJ_eNEbbJXRzER4etuV4FvjiM,33win studio,"77 Đặng Thái Thân, Đồng Phú",17.4747838,106.5954925,giải trí
ChIJRYjTbBNTRzER7VzxG0mjNG4,Karaoke Thỏ Ngọc,"27 Lê Duẩn, TT. Quán Hàu",17.4041394,106.6382479,giải trí
ChIJKauLcxmZODERKcJqCYsWASs,Hồ câu lure quảng xuân,"QL1A, Quảng Xuân",17.7887314,106.4316647,giải trí
ChIJe_75cwBXRzEREnQJN0krbM4,196 Billiards Club - Cơ Sở 2,"215 Hà Huy Tập, Bắc Nghĩa",17.4552048,106.5864275,giải trí
ChIJufxwYe9WRzERFSVRNx8kPPE,Karaoke Vang Vang,"33 Hoàng Diệu, Nam Lý",17.4676716,106.5977168,giải trí
ChIJJfqFJgBTRzERgTsTNhr7haw,KARAOKE Thảo Trâm,"31 Lê Duẩn, TT. Quán Hàu",17.4046408,106.6379482,giải trí
ChIJC4PFDwCXODER6X5LpeJu_5Y,Bida O Thú,"Q7QQ+G3R, QL12A, Cảnh Hoá",17.788859,106.28768,giải trí
ChIJ2_hJLQBRRzEROrxsM8zoUQM,RIO Billiards,"275 Quang Trung, Phú Hồng",17.4419263,106.6334081,giải trí
ChIJS7CaFsipODER1K7cypD3oQQ,Karaoke Anh & Em,"FGG6+HWQ, Đường Không Tên, TT. NT Việt Trung",17.4764612,106.5123718,giải trí
ChIJH_Klw5NXRzERQEYC1oG4a-Y,jobet store,"98 Lý Thái Tổ, Bắc Nghĩa",17.4428114,106.5957645,giải trí
ChIJcWGiFADrODERgSiW8kzuKV0,Quán BiDa Nghị Nguyễn,Cồn Cam,17.8186853,106.1261678,giải trí
ChIJKZdvbaJXRzERgkabbQwkTgU,jobet so,"126 Lý Thường Kiệt, Phường Hải Thành",17.480991,106.6173355,giải trí
ChIJBfWkno5ZRzERhEnZ6JAO7Ws,TM Billiards,"GHVG+5GX, Thôn 1",17.544089,106.5756189,giải trí
ChIJV27Vp0OpODERV7aBjSj_ho4,Hồ Câu Ông Thí,"Thôn, Quyết Thắng",17.4884391,106.526034,giải trí
ChIJw0kgtyuZODERBAVfZjt-SOE,Phong Thuận Billards club,Quảng Hải,17.7501156,106.3891915,giải trí
ChIJbayneti9ODERMC8cj_xxKjM,Nhà nghĩa bình,Thôn 1,17.6486742,106.2715023,giải trí
ChIJ-5xnfvZXRzERyQLdbiNGzi8,Karaoke Cây Dừa,"12 Phan Đăng Lưu, Đồng Sơn",17.4448401,106.5795427,giải trí
ChIJt_0TFi6ZODERweyXG2AutjE,Karaoke xuyên ngày đêm,TDP3- Quảng Phong,17.7555227,106.3996611,giải trí
ChIJofjrtSZXRzERoQv1ccm1nuY,Trung Tâm Giải Trí Karaoke 336,"336, Lý Thường Kiệt, TP Đồng Hới, Tỉnh Quảng Bình",17.482615,106.6117449,giải trí
ChIJD8xYj9JWRzERVmm-cG_bpP8,Công Viên Đồng Hải,"2 Quách Xuân Kỳ, Đồng Hải",17.4659535,106.6268278,Công viên
ChIJZ1YIAtZWRzERpbho2GUOUyc,Vườn Hoa Lê Quý Đôn,"35 Nguyễn Đức Cảnh, Đồng Hải",17.4772947,106.6228117,Công viên
ChIJaXY_79xWRzERCv9ZmnR4nOE,Công Viên Cá Heo TNN,"FJ95+GPW, Nam Sách",17.4688688,106.6093332,Công viên
ChIJJRU9v32nODERW-l-vp67Ttc,Công Viên Thị Trấn Hoàn Lão,"30 Quách Xuân Kỳ, TT. Hoàn Lão",17.5839555,106.5330827,Công viên
ChIJf78TL91XRzER5aRIeZcCI_8,Công Viên Thôn Đức Hoa,"CJQ5+JR7, Đức Phong",17.439033,106.6095539,Công viên
ChIJN_tpah1XRzER1lwdBDqbZmU,Công Viên Cầu Rào,"FJ85+H6H, Duy Tân, Phường Hải Thịnh",17.4664366,106.6081095,Công viên
ChIJ42n6YFRXRzERoJQePzHpduI,Công Viên Thôn Đức Thủy,"CJR7+8P7, Thôn Đức Thủy",17.4397782,106.614641,Công viên
ChIJAQAAJdRWRzERDeTzp6Mcfa0,Công viên TP.Đồng Hới,"FJFF+9GM, Đồng Hải",17.4734628,106.6237885,Công viên
ChIJcyFDRumZODERIOkSB02adPc,Công viên Bờ Kè Quảng Phong,"QC38+5CF, Ba Đồn",17.7529359,106.4160451,Công viên
ChIJmdVUHYlXRzERoFAxmCGvc3g,Công viên Bắc Trần Quang Khải,"FJH6+6MV, Trần Quang Khải, Phường Hải Thành",17.4784405,106.611415,Công viên
ChIJw_Hldm9VRzERPRni4FWHGCI,Nhà văn hoá thôn Vĩnh Tuy 1,"9JR9+9M8, Vĩnh Tuy",17.3909224,106.6192065,Công viên
ChIJ2_n8ad2xQDERZJ5xr5Dm5Po,Công viên Kiến Giang,"6QFV+VW7, TT. Kiến Giang",17.2246721,106.7948024,Công viên
ChIJL2ackDCZODERNbW2jZ9RPmE,Công viên Ba Đồn,"QC2C+W2H, Lê Quý Đôn, Ba Đồn",17.7523198,106.4201077,Công viên
ChIJ18MTDjixQDEROWHftmSd_lM,Công viên xã Mai Thủy,"5QRP+X5F, Chợ Động",17.1924394,106.7854172,Công viên
ChIJvaZe_0GxQDERmsOl1YHSm-A,AN LẠC VIÊN ĐẶNG VĂN TỘC,Văn Thủy,17.162339,106.807454,Công viên
ChIJZd-Q5-JXRzERWlU2uTdJC_k,Công viên Bắc Lê Lợi,"FJ69+5X6, Đồng Hải",17.4604154,106.6198935,Công viên
ChIJWUJtj7ygODERDfu4L8cC4to,Công Viên Lý Hòa,"JGRC+J6Q, Nội Hải",17.641597,106.5206111,Công viên
ChIJ950ZlkRXRzERyy9uwviyHCA,Công viên Cây Bồ Đề (Mini Park),"38 Ngô Quyền, Phường Hải Thịnh",17.4746615,106.6187233,Công viên
ChIJD72cOm5XRzEREDcwt46bFvA,Bãi tắm Tân Phú,"381 Trương Pháp, Quang Phú",17.5113865,106.614464,Công viên
ChIJlU71SvFXRzEROllBrt90vl4,Khu đô thị Tân Phú Quang Phú,"405 Trương Pháp, Quang Phú",17.509869,106.6123433,Công viên
ChIJd3E1cwBXRzERkcT8lOf5t8Q,Công viên,"FJM9+J55, trần quý kiên/38 Phùng Hưng, Phường Hải Thành",17.4817599,106.6170431,Công viên
ChIJnRk6qzBZRzERh2vb215Slz4,Công viên Cây Đa làng Lý Trạch,"GHQF+6M7 eco guava garden, Thôn 2",17.5376135,106.5745971,Công viên
ChIJUZiIzL6ZODERAN8iKyS3OhA,Nhà văn hóa Thôn tân hóa,"Thôn tân hóa, xã quảng tân, thị xã, Tân Tiến",17.7492662,106.3621164,Công viên
ChIJGVyUcc--ODERgNQwtaFLYM0,Bia Di tích sân bay dã chiến Khe Gát,"M659+QHM, Xuân Trạch",17.6594678,106.218927,Công viên
ChIJD-jaPXxXRzERXC0P9QWhPws,Trung tâm văn hoá thể thao Quang Phú,"GJ66+92M, Nguyễn Hữu Hào, Quang Phú",17.5109575,106.6100429,Công viên
ChIJLy3SpJGlODER1czqFnxDdrk,Mộng cảnh hills,"JC4P+C36, Unnamed Road",17.6060322,106.4351328,Công viên
ChIJBXx72NqlODER1UJ2lon2QZ0,Phong Nha riverside field town,"J9F2+8Q, Hưng Trạch",17.6232831,106.3519277,Công viên
ChIJnUq8ImGrQDERJxVrPaGupIM,Hồ Long Đại,"8JMC+5X8, Hiền Ninh",17.3329129,106.6224413,Công viên
ChIJR5aqV3BRRzERC8qKNYoXfLY,Angel Park,"FJ4W+F2R, Võ Nguyên Giáp, Bảo Ninh",17.4558839,106.6455323,Công viên
ChIJq2qEKwCZODER6HIPMBAiwlc,LAHA FARM VIETNAM.,"58 LAHA QUANG VAN, La Hà",17.7320852,106.4102603,Công viên
ChIJkULguAhRRzER4otfdECtGpY,Nón Lá Mẹ Suốt,"FJ4W+X8V, Võ Nguyên Giáp, Bảo Ninh",17.4580456,106.6444911,Công viên
ChIJHW1HfFWhODEROawRQ_KurNQ,Hệ sinh thái nước mặn,"PF73+CF2, Xuân Lộc",17.713503,106.4536431,Công viên
ChIJPRZVGABXRzERHEtbDG6fQFI,Công viên,"FJMC+J4Q, Bắc Lý",17.4840964,106.6203622,Công viên
ChIJ9UryegBRRzERH2nmUpxlxJY,Quảng trường biển Legend Sea Walk,"FJ5W+PRH, Bảo Xuân",17.4588507,106.6476851,Công viên
ChIJAbleE51ZRzERslAZyB9aSWQ,Nhân Trạch sand hills,"GHJR+QW8, Unnamed, Road",17.5319205,106.5923314,Công viên
ChIJ0aCtF--7ODERxHZQQvd7v5I,Suối Hà Lời,"H8X3+47, Sơn Trạch",17.5978165,106.3031658,Công viên
ChIJ6TubVv5TRzERna8HU4xT-_Q,Quảng trường huyện Quảng Ninh,"2 Nguyễn Trãi, TT. Quán Hàu",17.4043977,106.6418386,Công viên
ChIJ-Y52BgBRRzER1ECWF4WLo5Y,Sân cộng đồng Mỹ Cảnh,"FJGM+82Q, Mỹ Cảnh",17.475833,106.6325777,Công viên
ChIJBSMJb-2xQDERqH54zwuj9rY,Lòi Thần,"5PQW+VW, Phú Hòa Nam",17.1896377,106.7472651,Công viên
ChIJK6FfeeuZODERSiskHr23K_Y,Vườn hoa Hướng Dương,"Q9MX+PFF, Pháp Kệ",17.7843145,106.3986699,Công viên
ChIJr8BZGwCtQDER5tGc0ME6sW0,Cây duối cổ thụ,"8JCM+77, Xuân Dục",17.3206788,106.633168,Công viên
ChIJj66jHatXRzERSegf3HcVFJs,Công viên phường Đức Ninh Đông,"FJ59+4HM, Đức Ninh Đông",17.4578432,106.6189087,Công viên
ChIJ5W-1qwRXRzER-gX16U57TMU,Sân thể thao Đồng Choi,"CHQJ+QV6, Nguyễn Lương Bằng, Nghĩa Ninh",17.4394199,106.5821534,Công viên
ChIJJ1UD2-dWRzERJd4LHkeeHwI,Công Viên Thiếu Niên,"FJ93+6CC, Võ Thị Sáu, Nam Sách",17.4680592,106.6035299,Công viên
ChIJvaoWDABXRzERXzejkL4auMo,Công viên thôn Đức Sơn,Đức Ninh,17.4444379,106.6068146,Công viên
ChIJO_xhDxhXRzER0-EJzNVIGPY,Vườn Hoa Khe Chè,"GH65+J8W, Lý Trạch",17.5116215,106.5583243,Công viên
ChIJGQVOXSu7ODEReLh0HE9MsF4,Khu quy hoạch dân cư mới Cu Lac riverside,"J89M+CW, Sơn Trạch",17.6185998,106.3347968,Công viên
ChIJXdVd_ilXRzERZnapZHiiZrE,Công viên Nghĩa Trang Liệt Sỹ Đức Ninh,"CJR4+3PG, Đức Phong",17.4401861,106.6068182,Công viên
ChIJ3WR6oA1ZRzERmjDQBOeygF8,Vườn Hoa Phúc Lộc2,"GHRH+9PJ, Thôn 2",17.5409522,106.5792801,Công viên
ChIJJ1_zGPWlODERAsnQtiBtXJo,Greenfield Ecostay,Hưng Trạch,17.6220277,106.3528582,Công viên
ChIJqTaYs9uxQDERn8DiBAj9vKw,Trang trại Cuối Bình,"5RG6+CF, Mỹ Thuỷ",17.1760713,106.811213,Công viên
ChIJEy4E_JFRRzERjs8o9qQkxyw,Quảng trường nhạc nước Son Doong Mystery Light & Water Show,"FJ5V+8W8, Võ Nguyên Giáp, Bảo Ninh",17.4582965,106.6448315,Đài phun nước
ChIJFSZLG9izQDERgZAMvlsU80k,Đài tưởng niệm liệt sĩ,"6QP5+WGX, An Xá",17.2371146,106.7589731,Đài tưởng niệm
ChIJ46YqurWhODERMuh2ri4lFMo,Đài Tưởng Niệm,"JGRC+M26, Nội Hải",17.6419459,106.5202262,Đài tưởng niệm
ChIJM4uWK1qrQDERMrEluU2Kzhw,Đền Tưởng Niệm Liệt Sĩ Trường Sơn Bến Phà Long Đại,"8JGF+86V, Thôn Long Đại",17.3258649,106.6230426,Đài tưởng niệm
ChIJAbuqRzRXRzER9SU9OTMv8h0,Đài tưởng niệm Trương Pháp,"FJWG+C36, Đông Hải",17.4960499,106.6251394,Đài tưởng niệm
ChIJOfPuzoBTRzERD7dd9YWxr-4,Đài tưởng niệm Liệt Sỹ huyện Quảng Ninh,"CJ4P+4M6, Lê Duẩn, TT. Quán Hàu",17.4052849,106.6366485,Đài tưởng niệm
ChIJNfXLRKe-ODERoTDaw6hGmRQ,Đền thờ Liệt sĩ Khe Gát,"M64J+FMC, Hồ Chí Minh, Xuân Trạch",17.6561976,106.2316256,Đài tưởng niệm
ChIJIyCh752xQDERnYX8sGM9y3I,Đài tưởng niệm liệt sỹ,"6QM6+6H9, An Thuỷ",17.2329184,106.7613769,Đài tưởng niệm
ChIJ25vhNkGhODERFONPa6vKKG4,Khu tưởng niệm Thanh niên xung phong C283,"MFVP+54H Di tích lịch sử TNXP, C283 QL1A, Thanh Trạch",17.6930809,106.4854256,Đài tưởng niệm
ChIJ_b_rcrFXRzERRZirUh3ljL0,Bia tưởng niệm,"Công Viên Đồng Hải, 2 Quách Xuân Kỳ, Đồng Hải",17.4651621,106.6273195,Đài tưởng niệm
ChIJp0it6QekODER2PX0a0DVPRc,Tượng đài chiến thắng Cự Nẫm,"JCJH+2VX, ĐT2B, Cự Nẫm",17.6301013,106.4297238,Đài tưởng niệm
ChIJsx7n8dijODERr0Uq228WKnw,Đài Tưởng Niệm Liệt Sỹ,"PC5H+Q92, thôn 2",17.7094038,106.4283987,Đài tưởng niệm
ChIJkU0BvNqmODERuZqr-fZFwkI,Đài tưởng niệm Liệt sỹ xã Vạn Trạch,"JF7G+WVR, xóm Đông",17.6148684,106.4771382,Đài tưởng niệm
ChIJy0HrHNdXRzERflpcKs4vQMc,Tượng đài Bác Hồ với nhân dân Quảng Bình,"FJ9C+4JJ, Trần Phú, Đồng Hải",17.4678473,106.6215259,Đài tưởng niệm
ChIJoSxmwLygODERjdF4gFDRJ3k,Đài Tưởng Niệm,"Đài Tưởng Niệm, Ngoại Hòa, Hải Trạch, Bố Trạch, Quảng Bình, Việt Nam",17.6422123,106.5217209,Đài tưởng niệm
ChIJfdjHJRZLPzER-VWnmx4sJXk,"Đền tưởng niệm liệt sĩ Trường Sơn đường 20 Quyết Thắng, trọng điểm CÀ RÒONG - ATP","76Q4+P7, Thượng Trạch",17.2888568,106.2059165,Đài tưởng niệm
ChIJRep9RABXRzER-3oiYlUAyN8,Tượng đài liệt sỹ xã Nam Trạch,"GGHQ+XPP, Nam Trạch",17.5299054,106.5398674,Đài tưởng niệm
ChIJt1rzmpBXRzER0aaCltD2zFk,"Nghĩa trang liệt sĩ Đồng Hới, Quảng Bình","FJM9+VX9, Phan Huy Chú, Bắc Lý",17.4846726,106.6199749,Đài tưởng niệm
ChIJzfts9AutQDERpLpEgK5PKp0,Tượng Đài Anh Hùng Liệt Sỹ Xã Hoa Thủy,Hoa Thuỷ,17.2647402,106.705823,Đài tưởng niệm
ChIJX3sQSwBXRzERHLNR6yJToa8,Tâm Gém - Cơm Niêu Quảng Bình,"118 Hữu Nghị, Nam Lý",17.4730514,106.6036634,Lăng tẩm
ChIJfxbvjgZZRzERAmF7LSYmIs8,Cửa hàng Lăng mộ Tâm Phúc,"QL1A, Trung Trạch",17.5731449,106.5392519,Lăng tẩm
ChIJzw35q6lXRzERHyLnxC8Xjps,Di tích lô cốt Quang Phú,"GJ65+MXQ, Nguyễn Hữu Hào, Quang Phú",17.511703,106.6099817,Lô cốt
ChIJeT32Vc1XRzER3HtA7zKCFlo,Lô cốt Pháp xưa,"GJ94+JP6, Quang Phú",17.5190457,106.6067687,Lô cốt
ChIJJXnIMQBRRzERoIW6AC2P_Lg,Đoàn Nghệ Thuật Truyền Thống Quảng Trị,"FJ7Q+4VW, Hà Dương",17.4628639,106.6397054,Nhà hát
ChIJFeGn3QSlODERI3hcqGLOVeA,CM Studio - Nâng tầm giọng hát của bạn,"Thôn 1, Thanh Bình",17.6330926,106.3592217,Nhà hát
ChIJ2xtLMl9XRzERhyzJJBOOZ70,Nhớ Garden - restaurant,"Cầu Nhật Lệ 2/đường Điện Biên Phủ, Bảo Ninh",17.4491913,106.6409938,Nhà hát
ChIJUb_QJC9TRzER6PIGJFAmLKA,Nhà Văn Hóa Thôn Quảng Xá,"8MW9+3Q8, Tân Ninh",17.3451643,106.6694476,Nhà hát
ChIJc96zDfJXRzERpjqbaaeE3zE,Trung Tâm Văn Hóa Tỉnh Quảng Trị,"đường Tôn Thất Thuyết, Phường Hải Thịnh",17.4636296,106.6157478,Nhà hát
ChIJCbNTexCiODER2C6SkPXlJEQ,Đình làng Cao Lao Hạ,"PC5H+M6V, Hạ Trạch",17.7092583,106.4279543,Nhà hát
ChIJ__s_QIqxQDERw5z7E2Fyjic,DỊCH VỤ CHO THUÊ LOA HÁT KARAOKE TẠI NHÀ LỆ THUỶ-QUẢNG BÌNH -NHUẬN PHÁT,"20 Nguyễn Tất Thành, Đông thành",17.2312891,106.8005255,Nhà hát
ChIJMxqB8K2ZODEREuEYprQ9R3A,Sun Palace - Wedding & Event,"432 Quang Trung, thị xã",17.7574637,106.4174025,Nhà hát
ChIJ9SXDg-KhODERCAQvFvGBwNQ,Trung Tâm Xóm Hát,"JGQ2+95F, Ngã Ba Trung Tâm, 1, Đông Duyệt",17.6384364,106.5004101,Nhà hát
ChIJCTIoa7RRRzERYdVErArHRoc,Nhà vườn Thuyền Trưởng (The Captain's Garden House),"Điện Biên Phủ, Hà Thôn",17.4487464,106.64096,Nhà hát
ChIJP1w2bxGlODERo6AKWOZoIFc,Đồi Dẻ Eco,"JC73+942, Cự Nẫm",17.6107606,106.4052448,Nhà hát
ChIJ_5TkZ59TRzERy52uDWvRMDI,Nhà Hàng Karaoke Trầm Hương,"9MP2+XRC, Ngã ba Võ, Võ Ninh",17.3874281,106.6520011,Nhà hát
ChIJKcbvYwu8ODERv2_-BtPMYhQ,Nhà Thờ Giáo Xứ Đồng Troóc,"J7XF+VGH, Thôn Hai",17.6496843,106.2738664,Nhà hát
ChIJr11Jc7hXRzERblJ1KqrdM6I,BlueseaQB,"191 Trương Pháp, Bắc Lý",17.4953023,106.6255055,Nhà hát
ChIJnThxJiZXRzERbEj07BnYtfM,Netin Travel - Tour Du lịch Quảng Bình,"32 Phong Nha, Nam Lý",17.4723282,106.6021962,Nhà hát
ChIJs6ZVOp9XRzERwv3RwGk5mgs,The Ayatt Coffee,"Số 22, 36m Đường Phạm Văn Đồng, Nam Sách",17.4653403,106.6049007,Nhà hát
ChIJNcDl-06hODERQL0cXXOkZa0,LQ MEDIA,Thanh Vinh,17.693673,106.4860789,Nhà hát
ChIJeVKs_s5WRzERo9OI6Ar5FTI,Nhà hàng tiệc cưới Royal,"Đường Nguyễn Hữu Cảnh, Đồng Hải",17.465743,106.6187794,Nhà hát
ChIJE1QIJSC6ODERYZtg2Z8CdT0,Nhà Hàng Phương Nam II,"Hang Tối Chày Lập, Phúc Trạch",17.5779094,106.2542572,Nhà hát
ChIJ6wyZWgCXODERX2iX5qh6M0Q,Showroom audio Phan Hoà,"QL12A, Thôn 5",17.77325,106.3261315,Nhà hát
ChIJW47dhcOVODERccuD2pa9pTY,NHÀ VĂN HOÁ THÔN ĐÔNG HOÀ,"R67F+F2, Đông Hòa",17.8137687,106.2225218,Nhà văn hóa
ChIJVVJZgIVTRzERGlj8SZEIrnM,Nhà Văn Hoá Thôn Hoà Bình,Hỏa Lò,17.3418226,106.6633248,Nhà văn hóa
ChIJ_543IbinODERJyB4xM567TE,Nhà Văn Hóa Thôn Cà,"HF5X+8VF, Hoà Trạch",17.5583206,106.4996188,Nhà văn hóa
ChIJP9vqdwRXRzERTCQie4Y-QRg,Nhà văn hóa tiểu khu 8,"TK8 - Phường Bắc Lý, Đồng Phú",17.4859236,106.5899992,Nhà văn hóa
ChIJIVO-8D5XRzERvVWuS9-CDLY,Nhà văn hoá tổ dân phố Giao Tế,Đức Ninh,17.4451636,106.6140766,Nhà văn hóa
ChIJa1ABbVKwQDERl3RBL8MdveI,Nhà Văn Hóa Thôn Văn Xá,Văn Xá,17.1867782,106.759771,Nhà văn hóa
ChIJvWxOfrGnODER1QPUzzV-wbY,Nhà Văn Hóa Thôn Sỏi,xóm Sỏi,17.6093074,106.4765446,Nhà văn hóa
ChIJ09epDABRRzERv5jWNBZrCU0,Nhà văn hoá thôn Hà Thôn,"475 Nguyễn Thị Định, Bảo Ninh",17.4522014,106.6398907,Nhà văn hóa
ChIJWdYrdYJYRzERIrP8oJiCNZE,Nhà Văn Hóa Trung Tâm Huyện Bố Trạch,"HGMM+9J7, TT. Hoàn Lão",17.5833414,106.5337929,Nhà văn hóa
ChIJa6RetHFXRzERUymPhYRegtY,"Nhà văn hoá Tổ dân phố 6, phường Bắc Lý","Ngõ 337Phan Đình Phùng, Đồng Phú",17.4803082,106.5816046,Nhà văn hóa
ChIJLxWfLtuYODER-52O9Q8vNZ4,Nhà Văn Hóa Khu Phố 3,Ba Đồn,17.7583603,106.4252687,Nhà văn hóa
ChIJp1wxGTZXRzERyHi9tzIsyDU,Nhà Văn Hoá Đức Ninh,"CJV6+6Q3, Trấn Ninh, Đức Ninh",17.4429564,106.6118728,Nhà văn hóa
ChIJXepAQjm7ODERk3J1AauopX0,Nhà Văn Hóa Tổ Dân Phố Gia Tịnh,Gia Tĩnh,17.6232093,106.3325727,Nhà văn hóa
ChIJH5cxBSdXRzERboZGuoWDny0,Nhà văn hoá Tổ dân phố 3 Mỹ Cương,"FH4R+7MC, Nguyễn Kinh Chi, Đức Ninh",17.4559958,106.5917292,Nhà văn hóa
ChIJhXS7ieZXRzER6imKkoqP6Hk,Nhà văn hóa thôn Thuận Hóa,"CHQH+6CM, Vực Quành",17.4380982,106.5785556,Nhà văn hóa
