matched_keyword,center_lat,center_lng,radius,place_id,name,address,lat,lng,rating,user_ratings_total,types
cầu,17.473470,106.434295,40000,ChIJm8ZeZRO7ODERNIvp0JqaJTg,Cầu Xuân Sơn,"J888+9G6, Hồ Chí Minh, Sơn Trạch",17.6159014,106.316271,4.6,25,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJJSlbxy1ZRzERXu0V7ZKtk9Y,Cầu phao Nhân Trạch,"HH2J+V7H, Two wheels bridge, Unnamed Road, Đại Trạch",17.5521924,106.5807382,4.1,28,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJwReidQuxQDERIISwNtihCQs,Cầu Phú Hòa,"5PVP+Q5C, Phú Hòa",17.1944526,106.7354007,4.4,19,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJlduJeTOlODERU8X1tQRst0o,Cầu phao Khương Hà,"J9H6+R3F, Sông Côn",17.6295613,106.3601718,4.3,18,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJtb2WcvazQDER1nN-CKkjBJk,Cầu Bến Mốc,"AH1, Hồng Thuỷ",17.2858082,106.757273,4.6,20,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJC2WLu5OiODERdZ7-cVidp5E,Cầu Minh Lệ,"P95H+93V, Quảng Minh",17.7084797,106.3776749,4.4,27,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJpS7xKJxVPzERiQa5R4R8bPQ,Cầu Zìn Zìn,"8CPV+9GM, Cầu Zìn Zìn, Rình Rình",17.3359716,106.4437844,4.7,32,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJf7qrFjCzQDERgrmNLrC8yWk,Cầu Thạch Trung,"8P4P+3J9, QL1, Hồng Thuỷ",17.3051678,106.7366055,4.3,17,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJy2MhdyFXRzER8CLZ_NxNUBI,Cầu Bệnh Viện,"FJM5+8GV, Lý Thường Kiệt, Phường Hải Thành",17.4833589,106.6087921,3.7,30,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJH7jZtCiYODERZo8vGRwzFtc,Cầu Thuận Hòa,"Q982+5VG, Cầu phao Thuận Hòa, Liên Trường",17.7654406,106.3522138,4.6,7,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJUUDWxIu7ODER9DB_U4pZ6Vc,Cầu Treo Chày Lập,"H7P6+P7J, Trằm Mé",17.5868375,106.2606406,4.6,28,"point_of_interest,establishment"
cầu,17.473470,106.434295,40000,ChIJq1glxIFVRzER7o4VGSO3obE,Cầu Ba,"CHHP+J9W, Nghĩa Ninh",17.4291001,106.5859628,4,12,"point_of_interest,establishment"
