center_lat,center_lng,keyword,name,address,lat,lng,url
17.473470,106.434295,ban chỉ huy quân sự,Ban Chỉ Huy Quân Sự Phường Thuận,"Hẻm 1015 Huỳnh Tấn Phát, Phú Thuận, Quận 7, Thành phố Hồ Chí Minh",10.7272506,106.7339794,"https://www.google.com/maps/place/Ban+Ch%E1%BB%89+Huy+Qu%C3%A2n+S%E1%BB%B1+Ph%C6%B0%E1%BB%9Dng+Thu%E1%BA%ADn/@10.7272506,106.7339794,17z/data=!3m1!4b1!4m6!3m5!1s0x317525660a55b36f:0xf5d12e54e59ae5ab!8m2!3d10.7272506!4d106.7339794!16s%2Fg%2F11k5lvy1lp?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
