center_lat,center_lng,keyword,name,address,lat,lng,url
17.473470,106.434295,Đồn biên phòng,Đồn Biên phòng Cảng,"Kỳ Lợi, Thị xã Kỳ Anh, Hà Tĩnh",18.0993202,106.4113993,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+ph%C3%B2ng+C%E1%BA%A3ng/@18.0993202,106.4113993,17z/data=!3m1!4b1!4m6!3m5!1s0x3138890000000001:0x45fb3e06b29b56d4!8m2!3d18.0993202!4d106.4113993!16s%2Fg%2F1tdk7k10?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Cà Ròong,"76R4+WW8, Bản 61, Bố Trạch, Quảng Bình",17.2922806,106.2073437,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+C%C3%A0+R%C3%B2ong/@17.2922806,106.2073437,17z/data=!3m1!4b1!4m6!3m5!1s0x313f4bd2faaab0f3:0x333174bf24baa3fe!8m2!3d17.2922806!4d106.2073437!16s%2Fg%2F11f535xcw3?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Nhật Lệ,"115 Trương Pháp, Bắc Lý, Đồng Hới, Quảng Bình",17.4853173,106.6269413,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+Nh%E1%BA%ADt+L%E1%BB%87/@17.4853173,106.6269413,17z/data=!3m1!4b1!4m6!3m5!1s0x3147572ce3321b6f:0xcb54933272443768!8m2!3d17.4853173!4d106.6269413!16s%2Fg%2F11b6df9l3n?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng,"R59R+F86, Mỹ Bình, Đức Huệ, Long An",10.8186705,106.1907564,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng/@10.8186705,106.1907564,17z/data=!3m1!4b1!4m6!3m5!1s0x310adff9d513679d:0x591225323f149a67!8m2!3d10.8186705!4d106.1907564!16s%2Fg%2F11g0l9z2s_?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng Làng Ho,"3HJQ+5F5, Lâm Thuỷ, Lệ Thủy, Quảng Bình",17.0803942,106.5887278,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+L%C3%A0ng+Ho/@17.0803942,106.5887278,17z/data=!3m1!4b1!4m6!3m5!1s0x3140a7100786f573:0xcc1ddfda2b5b8ce4!8m2!3d17.0803942!4d106.5887278!16s%2Fg%2F11v0klm48x?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Roòn Tố Hũng Tác Biện Phòng Vùng Chùa,"J864+P4M, ĐT20, Sơn Trạch, Bố Trạch, Quảng Bình",17.6118271,106.3053112,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+Ro%C3%B2n+T%E1%BB%91+H%C5%A9ng+T%C3%A1c+Bi%E1%BB%87n+Ph%C3%B2ng+V%C3%B9ng+Ch%C3%B9a/@17.6118271,106.3053112,17z/data=!3m1!4b1!4m6!3m5!1s0x3138bb0eb56fcf97:0x225297c45e80f2fb!8m2!3d17.6118271!4d106.3053112!16s%2Fg%2F11v9l5tywf?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng 122,"Sơn Lợi, Trường Sơn, Sầm Sơn, Thanh Hóa",19.7377235,105.8906507,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+122/@19.7377235,105.8906507,16z/data=!3m1!4b1!4m6!3m5!1s0x3136513a4d28547d:0xe2072c4d004617b1!8m2!3d19.7377235!4d105.8906507!16s%2Fg%2F1tdj1prf?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng cảng gianh,"PF4J+RCV, Quảng Phúc, Ba Đồn, Quảng Bình",17.708134,106.480751,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+c%E1%BA%A3ng+gianh/@17.708134,106.480751,17z/data=!3m1!4b1!4m6!3m5!1s0x3138a1653325df75:0x673376fd4c962b70!8m2!3d17.708134!4d106.480751!16s%2Fg%2F11vhj7knzz?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng Long Hoà,"Duyên Hải, Long Hoà, Cần Giờ, Thành phố Hồ Chí Minh",10.3804004,106.8819943,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+Long+Ho%C3%A0/@10.3804004,106.8819943,17z/data=!3m1!4b1!4m6!3m5!1s0x317543868c2013e5:0x1331ed12c42e99c4!8m2!3d10.3804004!4d106.8819943!16s%2Fg%2F11kqdmtt_3?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên phòng 845 Ninh Điền,"ấp Bến Cừ, Ninh Điền, Châu Thành, Tây Ninh",11.2078196,105.968924,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+ph%C3%B2ng+845+Ninh+%C4%90i%E1%BB%81n/@11.2078196,105.968924,17z/data=!3m1!4b1!4m6!3m5!1s0x310b0dbbe3cbfd63:0x96b406d55f9f2d65!8m2!3d11.2078196!4d105.968924!16s%2Fg%2F11sqh2fc8d?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng Làng Mô,"6F83+V76, Trường Sơn, Quảng Ninh, Quảng Bình",17.2171702,106.453132,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+L%C3%A0ng+M%C3%B4/@17.2171702,106.453132,17z/data=!3m1!4b1!4m6!3m5!1s0x313f56d8059275bd:0xba31754dd356999e!8m2!3d17.2171702!4d106.453132!16s%2Fg%2F11g81gkz3c?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng Thạnh An,"FX9F+9XW, Thạnh Bình, Cần Giờ, Thành phố Hồ Chí Minh",10.4686051,106.974986,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+Th%E1%BA%A1nh+An/@10.4686051,106.974986,17z/data=!3m1!4b1!4m6!3m5!1s0x31756b583ad70483:0x7db7e532ff26056d!8m2!3d10.4686051!4d106.974986!16s%2Fg%2F11rv1df7_c?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng Cửa Đại,"5PHQ+WQJ, Thừa Đức, Bình Đại, Bến Tre",10.1798336,106.7393767,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+C%E1%BB%ADa+%C4%90%E1%BA%A1i/@10.1798336,106.7393767,17z/data=!3m1!4b1!4m6!3m5!1s0x31755809dc969295:0xf983fae1ad657007!8m2!3d10.1798336!4d106.7393767!16s%2Fg%2F11g81fhy1p?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên phòng Hàm Luông,"XJHG+5M, Tiệm Tôm, Ba Tri, Bến Tre",9.9779515,106.6267404,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+ph%C3%B2ng+H%C3%A0m+Lu%C3%B4ng/@9.9779515,106.6267404,17z/data=!3m1!4b1!4m6!3m5!1s0x319ff70071c675fd:0x9cc0d2269b4daf56!8m2!3d9.9779515!4d106.6267404!16s%2Fg%2F11w2jjwdp7?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Long Sơn,"F3F6+W24, Long Sơn, Vũng Tàu, Bà Rịa - Vũng Tàu",10.4747674,107.0600736,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+Long+S%C6%A1n/@10.4747674,107.0600736,17z/data=!3m1!4b1!4m6!3m5!1s0x31756d049ec3851f:0x66b4b1ac783d784!8m2!3d10.4747674!4d107.0600736!16s%2Fg%2F11ljczsn8_?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Bến Đá,"398 Trần Phú, Phường 5, Vũng Tàu, Bà Rịa - Vũng Tàu",10.384281,107.0644388,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+B%E1%BA%BFn+%C4%90%C3%A1/@10.384281,107.0644388,17z/data=!3m1!4b1!4m6!3m5!1s0x31756e51f265ac99:0x99997804da26a1d8!8m2!3d10.384281!4d107.0644388!16s%2Fg%2F11b67gt2cc?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên phòng Đắk Ơ,"426P+QGF, Đắc ơ, Bù Gia Mập, Bình Phước",12.1119307,107.0362964,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+ph%C3%B2ng+%C4%90%E1%BA%AFk+%C6%A0/@12.1119307,107.0362964,17z/data=!3m1!4b1!4m6!3m5!1s0x31731b0019666455:0xe476c43b32767eb6!8m2!3d12.1119307!4d107.0362964!16s%2Fg%2F11yc817yr6?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn biên phòng Tân Thành,"Ấp Tân Phong, Tân Thành, Thị Xã Bảo Lâm, Bình Phước",11.9590504,106.7012706,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+bi%C3%AAn+ph%C3%B2ng+T%C3%A2n+Th%C3%A0nh/@11.9590504,106.7012706,17z/data=!3m1!4b1!4m6!3m5!1s0x317337f2208cd687:0x1dfc150f81f5bafc!8m2!3d11.9590504!4d106.7012706!16s%2Fg%2F11shk4pp69?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Bình Thạnh,"R425+GQ8, Đ. Trần Văn Trà, Bình Thạnh, Mộc Hóa, Long An",10.8012994,106.1094654,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+B%C3%ACnh+Th%E1%BA%A1nh/@10.8012994,106.1094654,17z/data=!3m1!4b1!4m6!3m5!1s0x310ae6dfbd3e7601:0x5187defcdc00dd01!8m2!3d10.8012994!4d106.1094654!16s%2Fg%2F11clsxf21r?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên Phòng Bù Đốp,"2Q7R+46Q, Unnamed Road, Thiên Hùng, Bù Đốp, Bình Phước",12.0128371,106.7905994,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+Ph%C3%B2ng+B%C3%B9+%C4%90%E1%BB%91p/@12.0128371,106.7905994,17z/data=!3m1!4b1!4m6!3m5!1s0x31733bd9667873e3:0x99f403fc1d92a83b!8m2!3d12.0128371!4d106.7905994!16s%2Fg%2F11rb3zglyl?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
17.473470,106.434295,Đồn biên phòng,Đồn Biên phòng Tân Phú,"JVJ5+9XC, Tà Xia -Tân Phú, Tân Biên, Tây Ninh",11.6309266,105.8598845,"https://www.google.com/maps/place/%C4%90%E1%BB%93n+Bi%C3%AAn+ph%C3%B2ng+T%C3%A2n+Ph%C3%BA/@11.6309266,105.8598845,17z/data=!3m1!4b1!4m6!3m5!1s0x310c81d2e6dd12eb:0x85567a8c5da507ba!8m2!3d11.6309266!4d105.8598845!16s%2Fg%2F11q_bqfhjm?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D"
