tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
tỉnh Lạng Sơn,Quốc Khánh,xã,11,1841,13962,168.15,"Trụ sở Đảng ủy, HĐND, UBND xã Tri Phương","Xã Tri Phương, Xã Đội Cấn, Xã Quốc Khánh",106.526,22.3402
tỉnh Lạng Sơn,Quốc Việt,xã,11,1845,5906,117.97,"Trụ sở Đảng ủy, HĐND, UBND xã Quốc Việt","Xã Đào Viên, Xã Quốc Việt",106.629,22.2102
tỉnh Lạng Sơn,Quý Hòa,xã,11,1847,3001,130.28,"Trụ sở Đảng ủy, HĐND, UBND xã Quý Hòa","Xã Vĩnh Yên, Xã Quý Hòa",106.27,22.1664
tỉnh Lạng Sơn,Tam Thanh,phường,11,1801,30301,27.35,"Trụ sở Đảng ủy, HĐND, UBND xã Hoàng Đồng","Phường Tam Thanh, Xã Hoàng Đồng",106.743,21.8837
tỉnh Lạng Sơn,Tân Đoàn,xã,11,1831,10589,100.41,"Trụ sở Đảng ủy, HĐND, UBND xã Tràng Phái","Xã Tân Thành (huyện Cao Lộc), Xã Tràng Phái, Xã Tân Đoàn",106.631,21.7784
tỉnh Lạng Sơn,Tân Thành,xã,11,1860,30611,64.8,"Trụ sở Đảng ủy, HĐND, UBND xã Hòa Sơn","Xã Tân Thành (huyện Hữu Lũng), Xã Hòa Lạc, Xã Hòa Sơn",106.459,21.5013
tỉnh Lạng Sơn,Tân Tiến,xã,11,1842,33994,207.2,"Trụ sở Đảng ủy, HĐND, UBND xã Tân Tiến","Xã Tân Yên, Xã Kim Đồng, Xã Tân Tiến",106.325,22.287
tỉnh Lạng Sơn,Tân Tri,xã,11,1834,11485,137.61,"Trụ sở Đảng ủy, HĐND, UBND xã Đồng ý","Xã Đồng Ý, Xã Vạn Thủy, Xã Tân Tri",106.183,21.886
tỉnh Lạng Sơn,Tân Văn,xã,11,1853,9497,112.06,"Trụ sở Đảng ủy, HĐND, UBND xã Hồng Thái","Xã Hồng Thái (huyện Bình Gia), Xã Bình La, Xã Tân Văn",106.455,21.9275
tỉnh Lạng Sơn,Thái Bình,xã,11,1870,8346,305.25,"Trụ sở Đảng ủy, HĐND, UBND thị trấn Nông trường Thái Bình","Thị trấn Nông Trường Thái Bình, Xã Lâm Ca, Xã Thái Bình",106.943,21.4796
