tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
thành phố Hồ Chí Minh,Bình Đông,phường,29,211,156332,8.93,"1094 Tạ Quang Bửu, phường 6, quận 8 cũ","Phường 6 (Quận 8), Phường 7 (Quận 8), Xã An Phú Tây, Phường 5 (Quận 8)",106.612,10.7012
thành phố Hồ Chí Minh,Bình Dương,phường,29,4,107576,58.157,"357 đường Võ Nguyên Giáp, khu phố 1, phường Hòa Phú, TP Thủ Dầu Một, tỉnh Bình Dương cũ","Phường Phú Mỹ (thành phố Thủ Dầu Một), Phường Hòa Phú, Phường Phú Tân, Phường Phú Chánh",106.687,11.0528
thành phố Hồ Chí Minh,Bình Giã,xã,29,2228,34262,66.96,"Tổ 2, ấp Vĩnh Bình, xã Bình Giã, huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu cũ","Xã Bình Trung, Xã Quảng Thành, Xã Bình Giã",107.282,10.6717
thành phố Hồ Chí Minh,Bình Hòa,phường,29,36,120035,18.493,"ĐT 743C, khu phố Bình Đức 1, phường Bình Hoà, TP Thuận An, tỉnh Bình Dương cũ","Phường Bình Hòa, Phường Vĩnh Phú",106.723,10.9036
thành phố Hồ Chí Minh,Bình Hưng,xã,29,206,183729,32.63,"A10/26A, đường số 10, khu dân cư Bình Hưng, ấp 6, xã Bình Hưng, huyện Bình Chánh cũ","Xã Phong Phú, Xã Bình Hưng, Phường 7 (Quận 8)",106.66,10.7067
thành phố Hồ Chí Minh,Bình Hưng Hòa,phường,29,212,187950,8.47,"621 Tân Kỳ Tân Quý, phường Bình Hưng Hòa A, quận Bình Tân cũ","Phường Bình Hưng Hòa, Phường Sơn Kỳ, Phường Bình Hưng Hòa A",106.606,10.7966
thành phố Hồ Chí Minh,Bình Khánh,xã,29,214,35481,158.28,"Trụ sở UBND xã Bình Khánh cũ, tọa lạc đường Rừng Sác, ấp Bình An 1, huyện Cần Giờ cũ","Xã Tam Thôn Hiệp, Xã Bình Khánh, Xã An Thới Đông",106.856,10.5964
thành phố Hồ Chí Minh,Bình Lợi,xã,29,205,47180,54.18,"1905 đường Trần Văn Giàu, xã Lê Minh Xuân, huyện Bình Chánh cũ và 1060 đường Vườn Thơm, xã Bình Lợi, huyện Bình Chánh cũ","Xã Lê Minh Xuân, Xã Bình Lợi",106.516,10.754
thành phố Hồ Chí Minh,Bình Lợi Trung,phường,29,92,116121,3.89,"355/5 Nơ Trang Long, phường 13, quận Bình Thạnh cũ","Phường 5, Phường 11, Phường 13 (quận Bình Thạnh)",106.706,10.8273
thành phố Hồ Chí Minh,Bình Mỹ,xã,29,195,99675,54.43,"1627 ấp 1A, xã Hòa Phú, huyện Củ Chi cũ ","Xã Bình Mỹ (huyện Củ Chi), Xã Hòa Phú, Xã Trung An",106.635,10.947
thành phố Hồ Chí Minh,Bình Phú,phường,29,188,75925,2.86,"15 đường Chợ Lớn, phường, quận 6 cũ","Phường 10, Phường 11 (Quận 6), Phường 16 (Quận 8)",106.629,10.7388
thành phố Hồ Chí Minh,Bình Quới,phường,29,96,46200,6.34,"1 khu hành chính Thanh Đa, phường 27, quận Bình Thạnh cũ","Phường 27, Phường 28",106.742,10.822
thành phố Hồ Chí Minh,Bình Tân,phường,29,223,161851,11.25,"43 đường số 16, phường Bình Hưng Hòa B, quận Bình Tân cũ","Phường Bình Hưng Hòa B, Phường Bình Trị Đông A, Phường Tân Tạo",106.594,10.8059
thành phố Hồ Chí Minh,Bình Tây,phường,29,179,63293,1.05,"178/7R Hậu Giang, phường 2, quận 6 cũ","Phường 2, Phường 9 (Quận 6)",106.645,10.7507
thành phố Hồ Chí Minh,Bình Thạnh,phường,29,93,126300,3.32,"6 Phan Đăng Lưu, phường 14, quận Bình Thạnh cũ","Phường 12, Phường 14 (quận Bình Thạnh), Phường 26",106.705,10.8109
