tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
tỉnh Gia Lai,Lơ Pang,xã,24,3050,17666,316.16,UBND xã Kon Thụp,"Xã Đê Ar, Xã Kon Thụp, Xã Lơ Pang",108.275,13.8822
tỉnh Gia Lai,Mang Yang,xã,24,3047,30302,173.59,UBND huyện Mang Yang,"Thị trấn Kon Dơng, Xã Đăk Yă, Xã Đak Djrăng, Xã Hải Yang",108.243,14.0506
tỉnh Gia Lai,Ngô Mây,xã,24,3023,25651,61.42,Xã Cát Hưng,"Xã Cát Hưng, Xã Cát Thắng, Xã Cát Chánh",109.184,13.9841
tỉnh Gia Lai,Nhơn Châu,xã,24,3298,2350,3.62,xã Nhơn Châu,Không sáp nhập,109.344,13.6255
tỉnh Gia Lai,Phù Cát,xã,24,3019,51436,83.96,Thị trấn Ngô Mây,"Thị trấn Ngô Mây, Xã Cát Trinh, Xã Cát Tân",109.074,14.0023
tỉnh Gia Lai,Phù Mỹ,xã,24,3027,28496,54.47,Thị trấn Phù Mỹ,"Thị trấn Phù Mỹ, Xã Mỹ Quang, Xã Mỹ Chánh Tây",109.086,14.1867
tỉnh Gia Lai,Phù Mỹ Bắc,xã,24,3007,28766,100.98,Xã Mỹ Châu,"Xã Mỹ Đức, Xã Mỹ Châu, Xã Mỹ Lộc",109.069,14.3318
tỉnh Gia Lai,Phù Mỹ Đông,xã,24,3009,43428,85.62,Xã Mỹ An,"Xã Mỹ An, Xã Mỹ Thọ, Xã Mỹ Thắng",109.15,14.2639
tỉnh Gia Lai,Phù Mỹ Nam,xã,24,3005,27185,85.1,Xã Mỹ Hiệp,"Xã Mỹ Tài, Xã Mỹ Hiệp",109.046,14.1276
tỉnh Gia Lai,Phù Mỹ Tây,xã,24,3008,18543,97.53,Xã Mỹ Trinh,"Xã Mỹ Trinh, Xã Mỹ Hòa",109.025,14.214
tỉnh Gia Lai,Phú Thiện,xã,24,2978,49393,262.87,Trụ sở UBND huyện Phú Thiệ,"Thị trấn Phú Thiện, Xã Ia Sol, Xã Ia Piar, Xã Ia Yeng",108.317,13.4886
tỉnh Gia Lai,Phú Túc,xã,24,2986,62073,63.14,Trụ sở UBND huyện Krông Pa,"Thị trấn Phú Túc, Xã Phú Cần, Xã Chư Ngọc, Xã Ia Mlah, Xã Đất Bằng",108.775,13.2347
tỉnh Gia Lai,Pleiku,phường,24,2968,79466,25,UBND thành phố Pleiku,"Phường Tây Sơn (thành phố Pleiku), Phường Hội Thương, Phường Hoa Lư, Phường Phù Đổng, Xã Trà Đa",108.046,14.0082
tỉnh Gia Lai,Pờ Tó,xã,24,2976,14378,177.9,UBND xã Pờ Tó,"Xã Chư Răng, Xã Pờ Tó",108.381,13.6474
tỉnh Gia Lai,Quy Nhơn,phường,24,3029,129326,21.78,Thành ủy Quy Nhơn,"Phường Đống Đa (thành phố Quy Nhơn), Phường Hải Cảng, Phường Thị Nại, Phường Trần Phú",109.233,13.7843
tỉnh Gia Lai,Quy Nhơn Bắc,phường,24,3028,45746,23.7,Phường Nhơn Phú,"Phường Trần Quang Diệu, Phường Nhơn Phú",109.167,13.788
tỉnh Gia Lai,Quy Nhơn Đông,phường,24,3030,47067,81.97,Xã Nhơn Hội,"Phường Nhơn Bình, Xã Nhơn Hội, Xã Nhơn Lý, Xã Nhơn Hải",109.259,13.8278
tỉnh Gia Lai,Quy Nhơn Nam,phường,24,3043,73296,36.36,Phường Nguyễn Văn Cừ,"Phường Ngô Mây (thành phố Quy Nhơn), Phường Nguyễn Văn Cừ, Phường Quang Trung, Phường Ghềnh Ráng",109.206,13.729
tỉnh Gia Lai,Quy Nhơn Tây,phường,24,3039,24859,118.63,Phường Bùi Thị Xuân,"Phường Bùi Thị Xuân, Xã Phước Mỹ",109.141,13.7015
tỉnh Gia Lai,Sơn Lang,xã,24,3068,11106,451.01,UBND xã Sơn Lang,"Xã Sơ Pai, Xã Sơn Lang",108.575,14.3952
tỉnh Gia Lai,SRó,xã,24,3061,đang cập nhật,344.719,UBND xã SRó,"Xã Đăk Kơ Ning, Xã SRó",108.653,13.7109
tỉnh Gia Lai,Tam Quan,phường,24,2993,24858,29.82,Phường Tam Quan,"Phường Tam Quan, Xã Hoài Châu",109.01,14.5729
tỉnh Gia Lai,Tây Sơn,xã,24,3014,11052,334.62,Thị trấn Phú Phong,"Thị trấn Phú Phong, Xã Tây Xuân, Xã Bình Nghi",108.956,13.8712
tỉnh Gia Lai,Thống Nhất,phường,24,3064,48721,22.92,UBND phường Yên Thế,"Phường Đống Đa (thành phố Pleiku), Phường Yên Thế, Phường Thống Nhất",107.995,14.0137
tỉnh Gia Lai,Tơ Tung,xã,24,3070,10952,141.35,UBND xã Kông Lơng Khơng,"Xã Kông Lơng Khơng, Xã Tơ Tung",108.526,14.0671
tỉnh Gia Lai,Tuy Phước,xã,24,3035,77452,53.37,Thị trấn Tuy Phước,"Thị trấn Tuy Phước, Thị trấn Diêu Trì, Xã Phước Thuận, Xã Phước Nghĩa, Xã Phước Lộc",109.216,13.8339
tỉnh Gia Lai,Tuy Phước Bắc,xã,24,3037,49495,37.03,Xã Phước Quang,"Xã Phước Hiệp, Xã Phước Hưng, Xã Phước Quang",109.157,13.8859
tỉnh Gia Lai,Tuy Phước Đông,xã,24,3036,5844,60.66,Xã Phước Sơn,"Xã Phước Sơn, Xã Phước Hòa, Xã Phước Thắng",109.215,13.8857
tỉnh Gia Lai,Tuy Phước Tây,xã,24,3038,36006,68.81,Xã Phước An,"Xã Phước An, Xã Phước Thành",109.103,13.7929
tỉnh Gia Lai,Uar,xã,24,2988,22215,412.31,UBND xã Uar,"Xã Ia Rsươm, Xã Chư Drăng, Xã Uar",108.542,13.2257
tỉnh Gia Lai,Vân Canh,xã,24,3040,1385,208.75,Thị trấn Vân Canh,"Thị trấn Vân Canh, Xã Canh Thuận, Xã Canh Hòa, Xã Canh Hiệp",108.968,13.5895
tỉnh Gia Lai,Vạn Đức,xã,24,3001,21617,111.88,Xã Ân Tín,"Xã Ân Sơn, Xã Ân Tín, Xã Ân Thạnh",108.905,14.413
tỉnh Gia Lai,Vĩnh Quang,xã,24,3026,9074,89.35,Xã Vĩnh Quang,"Xã Vĩnh Thuận, Xã Vĩnh Hòa, Xã Vĩnh Quang",108.774,14.0714
tỉnh Gia Lai,Vĩnh Sơn,xã,24,3012,6029,328.89,Xã Vĩnh Sơn,"Xã Vĩnh Kim, Xã Vĩnh Sơn",108.711,14.3316
tỉnh Gia Lai,Vĩnh Thạnh,xã,24,3011,30522,65.9,Thị trấn Vĩnh Thạnh,"Thị trấn Vĩnh Thạnh, Xã Vĩnh Hảo",108.733,14.1771
tỉnh Gia Lai,Vĩnh Thịnh,xã,24,3013,10839,133.91,Xã Vĩnh Hiệp,"Xã Vĩnh Hiệp, Xã Vĩnh Thịnh",108.815,14.1413
tỉnh Gia Lai,Xuân An,xã,24,3024,30502,67.61,Xã Cát Tường,"Xã Cát Nhơn, Xã Cát Tường",109.132,13.985
tỉnh Gia Lai,Ya Hội,xã,24,3060,8753,215.75,UBND xã Phú An,"Xã Phú An, Xã Ya Hội",108.698,13.8942
tỉnh Gia Lai,Ya Ma,xã,24,3054,883,176.88,UBND xã Kông Yang,"Xã Đăk Tơ Pang, Xã Kông Yang, Xã Ya Ma",108.582,13.8177
