tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
tỉnh Cao Bằng,Thông Nông,xã,7,1253,9458,94.29,Trụ sở UBND thị trấn Thông Nông,"Thị trấn Thông Nông, Xã Đa Thông, Xã Lương Can",105.994,22.7925
tỉnh Cao Bằng,Thục Phán,phường,7,1229,41157,55.44,"Trụ sở Thành uỷ, HĐND và UBND TP Cao Bằng","Phường Sông Hiến, Phường Đề Thám, Phường Hợp Giang, Xã Hưng Đạo (thành phố Cao Bằng), Xã Hoàng Tung",106.189,22.6783
tỉnh Cao Bằng,Tĩnh Túc,xã,7,1222,5850,86.79,Trụ sở UBND thị trấn Tĩnh Túc,"Thị trấn Tĩnh Túc, Xã Triệu Nguyên, Xã Vũ Nông",105.889,22.6891
tỉnh Cao Bằng,Tổng Cọt,xã,7,1252,6854,100.48,Trụ sở UBND xã Tổng Cọt,"Xã Nội Thôn, Xã Cải Viên, Xã Tổng Cọt",106.19,22.9418
tỉnh Cao Bằng,Trà Lĩnh,xã,7,719,10805,74.97,Trụ sở UBND huyện Trùng Khánh (trụ sở cũ UBND huyện Trà Lĩnh),"Thị trấn Trà Lĩnh, Xã Cao Chương, Xã Quốc Toản",106.328,22.784
tỉnh Cao Bằng,Trùng Khánh,xã,7,716,17849,125.5,Trụ sở UBND huyện Trùng Khánh,"Thị trấn Trùng Khánh, Xã Đức Hồng, Xã Lăng Hiếu, Xã Khâm Thành",106.496,22.8405
tỉnh Cao Bằng,Trường Hà,xã,7,1256,12736,143.3,Trụ sở Văn phòng HĐND & UBND huyện Hà Quảng,"Thị trấn Xuân Hòa, Xã Quý Quân, Xã Sóc Hà, Xã Trường Hà",106.029,22.9119
tỉnh Cao Bằng,Vinh Quý,xã,7,692,6920,143.05,Trụ sở UBND xã Vinh Quý,"Xã Cô Ngân, Xã An Lạc, Xã Kim Loan, Xã Vinh Quý",106.619,22.6786
tỉnh Cao Bằng,Xuân Trường,xã,7,1245,5669,122.92,Trụ sở UBND xã Xuân Trường,"Xã Hồng An, Xã Xuân Trường",105.828,22.8909
tỉnh Cao Bằng,Yên Thổ,xã,7,1228,12810,167.67,Trụ sở UBND xã Thái Học,"Xã Thái Học, Xã Thái Sơn, Xã Yên Thổ",105.539,22.7231
